branch,date,plan_type,10:00-10:10,10:00-10:10_template_column,12:00-12:10,12:00-12:10_template_column,14:00-14:10,14:00-14:10_template_column,16:00-16:10,16:00-16:10_template_column,18:00-18:10,18:00-18:10_template_column,20:00-20:10,20:00-20:10_template_column,display_window_energy_kwh,display_window_plan_cost_yuan,display_window_adjustment_surcharge_yuan
4-2,2025-11-11,original,29.84397815525199,61,721.3766058750372,73,0.0,85,746.2912901763988,97,0.0,109,0.0,121,79797.11644566635,54207.86701874616,0.0
4-2,2025-11-12,original,70.8161837048026,61,656.3178989546445,73,0.0,85,747.7217882610628,97,0.0,109,0.0,121,78568.76257842343,53392.95185744471,0.0
4-2,2025-11-13,original,77.50654410187644,61,605.9288437386916,73,0.0,85,735.068717273572,97,0.0,109,0.0,121,77772.10059120362,54011.73474854879,0.0
4-2,2025-11-14,original,0.0,61,0.0,73,0.0,85,253.82922868799747,97,0.0,109,0.0,121,35001.41388258266,14568.254172091845,0.0
4-2,2025-11-15,original,0.0,61,0.0,73,0.0,85,257.1568957673604,97,0.0,109,0.0,121,35374.4554810991,15561.738851905677,0.0
4-2,2025-11-16,original,107.54345065672726,61,638.5982255827148,73,0.0,85,736.9485755685353,97,0.0,109,0.0,121,78921.58327951422,54626.778603111714,0.0
4-2,2025-11-17,original,0.0,61,575.1168255763413,73,0.0,85,756.9027791927001,97,0.0,109,0.0,121,79747.30372902034,55449.45925419341,0.0
4-2,2025-11-18,original,0.0,61,527.834773513495,73,0.0,85,738.5223469561479,97,0.0,109,0.0,121,78515.86527088593,55205.18649696749,0.0
4-2,2025-11-19,original,0.0,61,702.0322504946896,73,0.0,85,762.4070683935508,97,0.0,109,0.0,121,80384.05874509586,56391.0910264807,0.0
4-2,2025-11-20,original,0.0,61,678.7526797353726,73,0.0,85,742.4305421500816,97,0.0,109,0.0,121,80294.05885251463,55547.49051400139,0.0
4-2,2025-11-21,original,0.0,61,0.0,73,0.0,85,262.0836078154268,97,0.0,109,0.0,121,35812.64565955013,15355.353001681942,0.0
4-2,2025-11-22,original,0.0,61,0.0,73,0.0,85,280.96436521221085,97,0.0,109,0.0,121,36165.15194172731,15887.362591206263,0.0
4-2,2025-11-23,original,0.0,61,704.7976302682359,73,50.26325891815023,85,767.8199688719553,97,0.0,109,0.0,121,81098.59708498238,56342.877160877186,0.0
4-2,2025-11-24,original,0.0,61,662.4318682628111,73,0.0,85,754.8595372705074,97,0.0,109,0.0,121,80589.57625547092,56151.3756547581,0.0
4-2,2025-11-25,original,0.0,61,639.8524243715125,73,0.0,85,771.2809259295836,97,0.0,109,0.0,121,79876.09930257671,55110.71055483199,0.0
4-2,2025-11-26,original,0.0,61,682.7422650362633,73,18.553528651719546,85,772.5601768412661,97,0.0,109,0.0,121,81185.26509907996,56766.082259797266,0.0
4-2,2025-11-27,original,0.0,61,737.2711351808123,73,168.4556787031562,85,789.6974663431819,97,0.0,109,0.0,121,81699.48525862015,57333.30024941308,0.0
4-2,2025-11-28,original,0.0,61,0.0,73,0.0,85,333.2857469764387,97,0.0,109,0.0,121,36844.824861003995,15485.122945264404,0.0
4-2,2025-11-29,original,0.0,61,0.0,73,0.0,85,322.7136533201768,97,0.0,109,0.0,121,36811.98516133383,15789.66684706334,0.0
4-2,2025-11-30,original,0.0,61,799.5672734379161,73,217.7549263057332,85,791.721881397089,97,0.0,109,0.0,121,84453.90748942156,59954.80975531548,0.0
4-2,2025-12-01,original,0.0,61,840.3213639839765,73,208.07232399729924,85,812.7202943483585,97,0.0,109,0.0,121,85616.2075228894,64097.593161505036,0.0
4-2,2025-12-02,original,287.9995717084204,61,807.1321864810433,73,250.69862886828753,85,789.1779537054574,97,0.0,109,0.0,121,89942.6652468124,69080.68558825919,0.0
4-2,2025-12-03,original,357.83271048245615,61,812.5293928823637,73,0.0,85,841.2990407457927,97,0.0,109,0.0,121,92947.93399577697,71427.05956360775,0.0
4-2,2025-12-04,original,311.21503003313524,61,895.273147249678,73,0.0,85,835.9844064727668,97,246.04205123008663,109,0.0,121,92783.98229527615,70627.49771343291,0.0
4-2,2025-12-05,original,0.0,61,0.0,73,0.0,85,335.10707863051226,97,0.0,109,0.0,121,39806.78038670348,17929.334176770397,0.0
4-2,2025-12-06,original,0.0,61,167.68108789078497,73,0.0,85,359.29721547025906,97,0.0,109,0.0,121,46978.32461817311,21985.983206818943,0.0
4-2,2025-12-07,original,0.0,61,854.3045022554853,73,0.0,85,868.8455345950877,97,686.7318217547252,109,0.0,121,95443.01154437216,73010.76406064544,0.0
4-2,2025-12-08,original,0.0,61,813.1946658210087,73,0.0,85,884.3492488672383,97,699.1349674861976,109,0.0,121,94660.16668495304,72206.03964126043,0.0
4-2,2025-12-09,original,0.0,61,854.4645030765688,73,0.0,85,896.9647843813141,97,692.0107835058587,109,0.0,121,94337.34271978083,71161.60345282423,0.0
4-2,2025-12-10,original,0.0,61,810.7055221751897,73,0.0,85,884.922788752261,97,697.2971252491183,109,0.0,121,94198.41015448923,71991.15052347534,0.0
4-2,2025-12-11,original,0.0,61,864.9832170846288,73,0.0,85,869.1211442760073,97,686.5344112646611,109,0.0,121,93827.07529636964,69766.15718604698,0.0
4-2,2025-12-12,original,0.0,61,455.52164178699917,73,0.0,85,389.07771373518835,97,0.0,109,0.0,121,45916.78858995381,20935.732614794688,0.0
4-2,2025-12-13,original,0.0,61,582.5817373954254,73,0.0,85,367.066036988402,97,0.0,109,0.0,121,49234.02330156995,22972.025260121212,0.0
4-2,2025-12-14,original,0.0,61,904.5104854250627,73,0.0,85,847.3835356108908,97,715.6644335305485,109,0.0,121,95308.88955764251,73289.64633977046,0.0
4-2,2025-12-15,original,0.0,61,900.896670810839,73,0.0,85,845.3671942826983,97,720.1810602475434,109,0.0,121,95381.83953454622,73049.64175744032,0.0
4-2,2025-12-16,original,0.0,61,915.3468365368359,73,0.0,85,850.9346983163123,97,696.4064466169367,109,0.0,121,95585.87310901587,72810.49910713253,0.0
4-2,2025-12-17,original,0.0,61,919.1064224866342,73,0.0,85,851.4893602441983,97,712.5074983114159,109,0.0,121,95446.07176318504,72653.07156174208,0.0
4-2,2025-12-18,original,0.0,61,915.728163923416,73,0.0,85,853.7227545406104,97,697.8177469773859,109,0.0,121,94526.25500147496,71320.23987215981,0.0
4-2,2025-12-19,original,0.0,61,430.6907555138673,73,0.0,85,350.9672816869448,97,0.0,109,0.0,121,48013.816303416315,22609.32190972331,0.0
4-2,2025-12-20,original,0.0,61,457.827883840229,73,0.0,85,345.6590205560416,97,0.0,109,0.0,121,47864.16452325419,22349.414387302408,0.0
4-2,2025-12-21,original,0.0,61,857.4675566254986,73,0.0,85,835.5623222132854,97,705.7303912363041,109,0.0,121,94599.00337257277,71957.42499651783,0.0
4-2,2025-12-22,original,0.0,61,893.0726586476079,73,0.0,85,825.4523719240661,97,708.2800011278796,109,0.0,121,95164.90354525376,72979.9530481828,0.0
4-2,2025-12-23,original,0.0,61,879.2320667494156,73,0.0,85,857.6197567811652,97,713.5315796215527,109,0.0,121,94974.1755868629,72174.43156763153,0.0
4-2,2025-12-24,original,0.0,61,889.1206816271036,73,0.0,85,871.5984665166179,97,700.4883521413062,109,0.0,121,93904.36920465459,70676.27876116446,0.0
4-2,2025-12-25,original,0.0,61,864.6027671147389,73,0.0,85,882.3477070303763,97,698.962971845242,109,0.0,121,93569.20872796074,70869.9686262425,0.0
4-2,2025-12-26,original,0.0,61,511.68671901207824,73,0.0,85,354.5780167130403,97,148.95691095348664,109,0.0,121,46888.73069336101,22074.20764321329,0.0
4-2,2025-12-27,original,0.0,61,513.1365285647543,73,0.0,85,373.246332511579,97,0.0,109,0.0,121,47500.03249761865,22117.452822748593,0.0
4-2,2025-12-28,original,0.0,61,892.4556354707337,73,0.0,85,891.5061751326283,97,704.3123365904539,109,0.0,121,94289.37745291571,70904.8027007501,0.0
4-2,2025-12-29,original,0.0,61,846.4548862455935,73,0.0,85,873.0734356422851,97,703.4933281259813,109,0.0,121,93447.75617642875,70402.03254577774,0.0
4-2,2025-12-30,original,0.0,61,880.2741527001152,73,0.0,85,860.1877121172433,97,702.3338727151822,109,0.0,121,92626.84394243453,68699.0321211271,0.0
4-2,2025-12-31,original,0.0,61,814.5946035053515,73,0.0,85,834.0576621491675,97,709.8483586896295,109,0.0,121,91763.48895298786,68494.63095295575,0.0
4-3,2025-02-01,original,0.0,61,336.3925488814575,73,0.0,85,296.5888918208449,97,0.0,109,0.0,121,46819.9118496823,19757.09908926925,298.64890346177526
4-3,2025-02-01,effective,0.0,61,0.0,73,0.0,85,296.5888918208449,97,0.0,109,0.0,121,45654.68622026418,19757.09908926925,298.64890346177526
4-3,2025-02-02,original,0.0,61,836.3632792970246,73,0.0,85,759.1909831309748,97,703.0975576540773,109,0.0,121,88898.82065087871,62783.121699739684,384.02955146343055
4-3,2025-02-02,effective,0.0,61,836.3632792970246,73,0.0,85,759.1909831309748,97,684.754561909356,109,0.0,121,87997.2156845463,62783.121699739684,384.02955146343055
4-3,2025-02-03,original,0.0,61,813.4771472187789,73,0.0,85,750.1445105980173,97,675.6690390499278,109,0.0,121,84958.97819520213,60965.62832440641,337.92163510235025
4-3,2025-02-03,effective,0.0,61,813.4771472187789,73,0.0,85,750.1445105980173,97,663.9629612178918,109,0.0,121,84298.56767024592,60965.62832440641,337.92163510235025
4-3,2025-02-04,original,0.0,61,825.6985752029606,73,0.0,85,759.8705386661464,97,687.5169021881411,109,0.0,121,85875.12173146186,61561.57831677606,63.36316128896628
4-3,2025-02-04,effective,0.0,61,825.6985752029606,73,0.0,85,759.8705386661464,97,695.4510927293883,109,0.0,121,85855.25399686539,61561.57831677606,63.36316128896628
4-3,2025-02-05,original,0.0,61,787.9394184543831,73,0.0,85,746.1177246102659,97,672.5730452499645,109,0.0,121,85209.12543639186,60700.412054206085,620.30436961507
4-3,2025-02-05,effective,0.0,61,787.9394184543831,73,0.0,85,746.1177246102659,97,664.7206837130011,109,0.0,121,85766.30476805012,60700.412054206085,620.30436961507
4-3,2025-02-06,original,0.0,61,862.0299932427566,73,0.0,85,732.4241126567173,97,696.0144294929407,109,0.0,121,86546.85078271817,61669.95641629571,835.3158279194507
4-3,2025-02-06,effective,0.0,61,862.0299932427566,73,0.0,85,732.4241126567173,97,684.3083516609046,109,0.0,121,84797.45040322765,61669.95641629571,835.3158279194507
4-3,2025-02-07,original,0.0,61,28.579313424732618,73,0.0,85,246.700696017616,97,0.0,109,0.0,121,41560.75131538209,17497.698636928893,150.43870523846803
4-3,2025-02-07,effective,0.0,61,0.0,73,0.0,85,246.700696017616,97,0.0,109,0.0,121,40902.55100696975,17497.698636928893,150.43870523846803
4-3,2025-02-08,original,0.0,61,0.0,73,0.0,85,213.06986203947235,97,0.0,109,0.0,121,37418.80438724923,15578.282644843513,1.5785016143400998
4-3,2025-02-08,effective,0.0,61,0.0,73,0.0,85,213.06986203947235,97,0.0,109,0.0,121,37423.859880959724,15578.282644843513,1.5785016143400998
4-3,2025-02-09,original,0.0,61,779.4459112922651,73,0.0,85,692.8828325574776,97,677.2167509169661,109,0.0,121,83466.62042500464,58244.72205866627,94.62752063676321
4-3,2025-02-09,effective,0.0,61,779.4459112922651,73,0.0,85,704.2952147149302,97,677.2167509169661,109,0.0,121,83698.74224001876,58244.72205866627,94.62752063676321
4-3,2025-02-10,original,0.0,61,788.2057693297808,73,0.0,85,695.0809057489113,97,690.4574185531704,109,0.0,121,83602.13856493418,57060.27290926527,599.644155413336
4-3,2025-02-10,effective,0.0,61,756.2990207275046,73,0.0,85,695.0809057489113,97,684.2931301379841,109,0.0,121,82245.28049355469,57060.27290926527,599.644155413336
4-3,2025-02-11,original,0.0,61,738.1786567416424,73,0.0,85,696.7006274737872,97,679.5240709526157,109,0.0,121,81509.95467137163,55980.28018840702,397.2871635075569
4-3,2025-02-11,effective,0.0,61,713.9927713484291,73,0.0,85,696.7006274737872,97,673.3196712177646,109,0.0,121,80760.12630364172,55980.28018840702,397.2871635075569
4-3,2025-02-12,original,0.0,61,731.9073800282184,73,0.0,85,658.5831073344684,97,673.9984737492933,109,0.0,121,80821.74130474612,55326.83676151292,364.3257929953754
4-3,2025-02-12,effective,0.0,61,705.6887239283209,73,0.0,85,658.5831073344684,97,673.9984737492933,109,0.0,121,79939.76720233166,55326.83676151292,364.3257929953754
4-3,2025-02-13,original,0.0,61,692.7061973563865,73,0.0,85,650.9368862621566,97,673.5484937632259,109,0.0,121,79373.66093455211,53528.26426803962,450.0256564533162
4-3,2025-02-13,effective,0.0,61,575.6741343837458,73,0.0,85,650.9368862621566,97,673.5484937632259,109,0.0,121,78301.25278766119,53528.26426803962,450.0256564533162
4-3,2025-02-14,original,0.0,61,0.0,73,0.0,85,176.70603866921874,97,0.0,109,0.0,121,35661.88603562598,14677.686137291068,70.34399067367914
4-3,2025-02-14,effective,0.0,61,0.0,73,0.0,85,176.70603866921874,97,0.0,109,0.0,121,35801.98559880798,14677.686137291068,70.34399067367914
4-3,2025-02-15,original,0.0,61,0.0,73,0.0,85,216.91633630930113,97,0.0,109,0.0,121,35940.233234074854,15424.390743195996,18.578900117675065
4-3,2025-02-15,effective,0.0,61,0.0,73,0.0,85,216.91633630930113,97,0.0,109,0.0,121,35998.22886422212,15424.390743195996,18.578900117675065
4-3,2025-02-16,original,0.0,61,764.9763693774452,73,0.0,85,665.5234853729573,97,658.6900047579545,109,0.0,121,80127.17503163044,54505.794466856474,63.22543738811702
4-3,2025-02-16,effective,0.0,61,764.9763693774452,73,0.0,85,665.5234853729573,97,658.6900047579545,109,0.0,121,79995.7307582518,54505.794466856474,63.22543738811702
4-3,2025-02-17,original,0.0,61,785.2375438475987,73,0.0,85,667.912624273872,97,650.21935625422,109,0.0,121,80633.85279844225,54844.288674599826,677.2058418044292
4-3,2025-02-17,effective,0.0,61,671.7391203149003,73,0.0,85,667.912624273872,97,479.1914096118895,109,0.0,121,78797.69938255695,54844.288674599826,677.2058418044292
4-3,2025-02-18,original,0.0,61,700.5350078778489,73,0.0,85,645.5201103504976,97,0.0,109,0.0,121,77080.27299024689,51190.19683801861,335.63840766742527
4-3,2025-02-18,effective,0.0,61,486.3133379830467,73,0.0,85,645.5201103504976,97,0.0,109,0.0,121,76526.30221363698,51190.19683801861,335.63840766742527
4-3,2025-02-19,original,0.0,61,688.4196744545276,73,0.0,85,631.8923493173972,97,0.0,109,0.0,121,76509.20802146036,50867.64284514396,197.28627806578
4-3,2025-02-19,effective,0.0,61,688.4196744545276,73,0.0,85,641.7336154466224,97,0.0,109,0.0,121,77030.77183961301,50867.64284514396,197.28627806578
4-3,2025-02-20,original,0.0,61,679.1356421130075,73,0.0,85,648.4711256470019,97,0.0,109,0.0,121,77680.23104799286,51854.52691201196,0.0
4-3,2025-02-20,effective,0.0,61,679.1356421130075,73,0.0,85,648.4711256470019,97,0.0,109,0.0,121,77680.23104799286,51854.52691201196,0.0
4-3,2025-02-21,original,0.0,61,0.0,73,0.0,85,126.58075384634014,97,0.0,109,0.0,121,34487.9740436343,14471.8567350667,26.495605503622933
4-3,2025-02-21,effective,0.0,61,0.0,73,0.0,85,126.58075384634014,97,0.0,109,0.0,121,34564.13909554159,14471.8567350667,26.495605503622933
4-3,2025-02-22,original,0.0,61,0.0,73,0.0,85,133.63500320562707,97,0.0,109,0.0,121,34758.35322143998,14707.980830751687,133.68963097907385
4-3,2025-02-22,effective,0.0,61,0.0,73,0.0,85,133.63500320562707,97,0.0,109,0.0,121,35041.87790261969,14707.980830751687,133.68963097907385
4-3,2025-02-23,original,140.9419204503008,61,727.795400826193,73,0.0,85,632.5886106297755,97,0.0,109,0.0,121,77403.74931380252,51509.33764686287,361.44634123884646
4-3,2025-02-23,effective,140.9419204503008,61,663.723238887574,73,0.0,85,623.0575654560782,97,0.0,109,0.0,121,76652.0024516975,51509.33764686287,361.44634123884646
4-3,2025-02-24,original,184.81079922789183,61,688.9302488202981,73,0.0,85,632.2183678115593,97,0.0,109,0.0,121,76255.79615758968,50777.51531662018,455.31075104723084
4-3,2025-02-24,effective,184.81079922789183,61,526.3658880703923,73,0.0,85,618.2223938613846,97,0.0,109,0.0,121,74791.44425293978,50777.51531662018,455.31075104723084
4-3,2025-02-25,original,132.92484114995557,61,671.4464919682338,73,0.0,85,607.4718507282495,97,0.0,109,0.0,121,74781.16175228449,48743.93640702637,498.24478365894345
4-3,2025-02-25,effective,132.92484114995557,61,598.2926702865681,73,0.0,85,606.5534634082959,97,0.0,109,0.0,121,73181.08998887865,48743.93640702637,498.24478365894345
4-3,2025-02-26,original,0.0,61,539.5270659284809,73,0.0,85,591.0545107797437,97,0.0,109,0.0,121,71093.04682474458,46892.29158804742,555.8098138606323
4-3,2025-02-26,effective,0.0,61,539.5270659284809,73,0.0,85,591.0545107797437,97,0.0,109,0.0,121,72316.67372735805,46892.29158804742,555.8098138606323
4-3,2025-02-27,original,0.0,61,583.1473903168519,73,0.0,85,625.1435595480141,97,0.0,109,0.0,121,71948.53445235456,45979.61404911277,105.7661151265336
4-3,2025-02-27,effective,0.0,61,583.1473903168519,73,0.0,85,625.1435595480141,97,0.0,109,0.0,121,71774.73996841903,45979.61404911277,105.7661151265336
4-3,2025-02-28,original,0.0,61,0.0,73,0.0,85,111.24556259086592,97,0.0,109,0.0,121,33699.806391269805,13662.901012261531,30.27854554072684
4-3,2025-02-28,effective,0.0,61,0.0,73,0.0,85,111.24556259086592,97,0.0,109,0.0,121,33641.578419076104,13662.901012261531,30.27854554072684
4-3,2025-03-01,original,0.0,61,0.0,73,0.0,85,110.07564511165037,97,0.0,109,0.0,121,33922.954638111514,14057.435230961946,0.0
4-3,2025-03-01,effective,0.0,61,0.0,73,0.0,85,110.07564511165037,97,0.0,109,0.0,121,33922.954638111514,14057.435230961946,0.0
4-3,2025-03-02,original,145.5540164020381,61,566.6638423816058,73,54.00475421784972,85,610.0352325844626,97,0.0,109,0.0,121,76177.42576306226,50336.87915755957,375.78880299619834
4-3,2025-03-02,effective,145.5540164020381,61,566.6638423816058,73,54.00475421784972,85,610.0352325844626,97,0.0,109,0.0,121,75980.45443223079,50336.87915755957,375.78880299619834
4-3,2025-03-03,original,148.20635088660583,61,678.6690317738679,73,171.94978278735107,85,575.3809653270406,97,0.0,109,0.0,121,76686.15151707498,50983.15864323077,58.9906715288794
4-3,2025-03-03,effective,148.20635088660583,61,678.6690317738679,73,171.94978278735107,85,591.6231221949511,97,0.0,109,0.0,121,76728.0138368101,50983.15864323077,58.9906715288794
4-3,2025-03-04,original,186.77353530362632,61,612.8572832945301,73,114.87960962272462,85,628.8995164398252,97,0.0,109,0.0,121,75869.68542676448,50068.134074645335,605.3785365712345
4-3,2025-03-04,effective,203.0733532811547,61,612.8572832945301,73,114.87960962272462,85,628.8995164398252,97,0.0,109,0.0,121,75816.22926467436,50068.134074645335,605.3785365712345
4-3,2025-03-05,original,98.3765609343784,61,670.0735620651593,73,106.98012119422401,85,608.8740964743505,97,0.0,109,0.0,121,75512.8768922336,48849.545931498695,656.2359656412287
4-3,2025-03-05,effective,98.3765609343784,61,220.3781594568223,73,106.98012119422401,85,608.8740964743505,97,0.0,109,0.0,121,73649.43221378996,48849.545931498695,656.2359656412287
4-3,2025-03-06,original,49.903825876074734,61,604.2735420264834,73,90.27548460082892,85,559.6582583868767,97,0.0,109,0.0,121,71859.88897019035,46250.03719535716,309.8040177133911
4-3,2025-03-06,effective,49.903825876074734,61,111.92601835680114,73,90.27548460082892,85,559.6582583868767,97,0.0,109,0.0,121,70905.99884572846,46250.03719535716,309.8040177133911
4-3,2025-03-07,original,0.0,61,0.0,73,0.0,85,127.68808725895178,97,0.0,109,0.0,121,32372.25357334499,13089.417179659358,98.71842958853921
4-3,2025-03-07,effective,0.0,61,0.0,73,0.0,85,111.8361534429254,97,0.0,109,0.0,121,32143.54924028689,13089.417179659358,98.71842958853921
4-3,2025-03-08,original,0.0,61,0.0,73,0.0,85,116.30399379539574,97,0.0,109,0.0,121,31410.336659738638,12845.800070962845,71.6189053708789
4-3,2025-03-08,effective,0.0,61,0.0,73,0.0,85,116.30399379539574,97,0.0,109,0.0,121,31649.602937862295,12845.800070962845,71.6189053708789
4-3,2025-03-09,original,0.0,61,555.2398127912642,73,67.44922382397647,85,569.7629275589779,97,0.0,109,0.0,121,71095.75070348004,44520.68541193272,253.5711480107986
4-3,2025-03-09,effective,0.0,61,555.2398127912642,73,67.44922382397647,85,569.7629275589779,97,0.0,109,0.0,121,70426.0012207235,44520.68541193272,253.5711480107986
4-3,2025-03-10,original,0.0,61,507.47216714299964,73,0.0,85,534.9927290139696,97,0.0,109,0.0,121,69212.51887240895,45252.566178436304,850.9478437082378
4-3,2025-03-10,effective,0.0,61,507.47216714299964,73,72.71691155782116,85,534.9927290139696,97,0.0,109,0.0,121,71111.38491415814,45252.566178436304,850.9478437082378
4-3,2025-03-11,original,0.0,61,567.9443465251744,73,0.0,85,524.3929346724219,97,0.0,109,0.0,121,69558.40481369407,44019.626127524825,513.3917254598758
4-3,2025-03-11,effective,0.0,61,0.0,73,0.0,85,524.3929346724219,97,0.0,109,0.0,121,69734.70920407004,44019.626127524825,513.3917254598758
4-3,2025-03-12,original,0.7914406022514413,61,527.9532387954952,73,0.0,85,587.2148514388487,97,0.0,109,0.0,121,69587.64172287942,43840.39357065721,491.4793891592539
4-3,2025-03-12,effective,0.7914406022514413,61,0.0,73,0.0,85,570.9744771241128,97,0.0,109,0.0,121,67956.39850416023,43840.39357065721,491.4793891592539
4-3,2025-03-13,original,0.0,61,629.4123789990313,73,0.0,85,574.9217857711783,97,0.0,109,0.0,121,69387.51199018405,44371.06184225248,722.2048820974728
4-3,2025-03-13,effective,0.0,61,629.4123789990313,73,22.858608602445543,85,574.9217857711783,97,0.0,109,0.0,121,71299.36581959386,44371.06184225248,722.2048820974728
4-3,2025-03-14,original,0.0,61,0.0,73,0.0,85,81.33382960764561,97,0.0,109,0.0,121,30599.69551884057,12207.623656822198,28.437952692759836
4-3,2025-03-14,effective,0.0,61,0.0,73,0.0,85,83.64798332395196,97,0.0,109,0.0,121,30621.147847004722,12207.623656822198,28.437952692759836
4-3,2025-03-15,original,0.0,61,0.0,73,0.0,85,54.40072280714219,97,0.0,109,0.0,121,31298.23386797015,12827.13441184123,78.62298639643572
4-3,2025-03-15,effective,0.0,61,0.0,73,0.0,85,76.94128676918355,97,0.0,109,0.0,121,31393.526720947775,12827.13441184123,78.62298639643572
4-3,2025-03-16,original,0.0,61,681.4510956633686,73,0.0,85,518.2316806058659,97,0.0,109,0.0,121,71438.17995099617,44891.62250479336,470.78267406732004
4-3,2025-03-16,effective,0.0,61,0.0,73,0.0,85,518.2316806058659,97,0.0,109,0.0,121,69848.18952983007,44891.62250479336,470.78267406732004
4-3,2025-03-17,original,0.0,61,637.9303981393556,73,0.0,85,509.11729650699635,97,0.0,109,0.0,121,68549.01870690688,42001.362091078554,522.8822177585437
4-3,2025-03-17,effective,0.0,61,0.0,73,0.0,85,509.11729650699635,97,0.0,109,0.0,121,66503.24493497376,42001.362091078554,522.8822177585437
4-3,2025-03-18,original,0.0,61,582.3450894460078,73,0.0,85,530.2169307693857,97,0.0,109,0.0,121,67223.79702129573,41803.76745164789,177.76816252919042
4-3,2025-03-18,effective,0.0,61,582.3450894460078,73,0.0,85,530.2169307693857,97,0.0,109,0.0,121,66764.52359053156,41803.76745164789,177.76816252919042
4-3,2025-03-19,original,0.0,61,501.692945153868,73,0.0,85,493.17229603237837,97,0.0,109,549.2109231731009,121,64527.319705080736,39837.81040819509,277.59077787754296
4-3,2025-03-19,effective,0.0,61,501.692945153868,73,0.0,85,493.17229603237837,97,0.0,109,468.86033860410265,121,65097.31362131008,39837.81040819509,277.59077787754296
4-3,2025-03-20,original,0.0,61,536.1233100104664,73,0.0,85,488.15112824029984,97,0.0,109,672.0100576155144,121,65127.96002723671,40507.36001151405,190.15471277511853
4-3,2025-03-20,effective,0.0,61,536.1233100104664,73,0.0,85,488.15112824029984,97,0.0,109,698.3720712739029,121,65387.55840480143,40507.36001151405,190.15471277511853
4-3,2025-03-21,original,0.0,61,0.0,73,0.0,85,55.09248300941522,97,0.0,109,0.0,121,30765.300347411772,11923.808268978944,46.57553813954522
4-3,2025-03-21,effective,0.0,61,0.0,73,0.0,85,55.09248300941522,97,0.0,109,0.0,121,30689.47708753435,11923.808268978944,46.57553813954522
4-3,2025-03-22,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,30635.897108474674,12309.58012969033,0.0
4-3,2025-03-22,effective,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,30635.897108474674,12309.58012969033,0.0
4-3,2025-03-23,original,0.0,61,446.99620019528606,73,0.0,85,518.0935370868414,97,0.0,109,691.1502815996348,121,66724.04838220633,41016.508383771135,205.35785965823828
4-3,2025-03-23,effective,0.0,61,446.99620019528606,73,0.0,85,500.04762109901236,97,0.0,109,691.1502815996348,121,66111.13168513868,41016.508383771135,205.35785965823828
4-3,2025-03-24,original,0.0,61,423.4200247127068,73,0.0,85,499.8011814204699,97,0.0,109,659.2905502726727,121,65335.69002714344,40228.977681508666,401.6486193967975
4-3,2025-03-24,effective,0.0,61,0.0,73,0.0,85,499.8011814204699,97,0.0,109,659.2905502726727,121,63747.3479760722,40228.977681508666,401.6486193967975
4-3,2025-03-25,original,0.0,61,470.67050098134325,73,0.0,85,512.5708323083644,97,0.0,109,650.6371773900208,121,65845.89398954145,40618.545252281154,11.801115818974019
4-3,2025-03-25,effective,0.0,61,470.67050098134325,73,0.0,85,512.5708323083644,97,0.0,109,650.6371773900208,121,65810.06074081725,40618.545252281154,11.801115818974019
4-3,2025-03-26,original,0.0,61,447.70717526221495,73,0.0,85,523.4027514962803,97,0.0,109,667.4505387457903,121,64931.904742748244,39758.30680305453,635.6018334709007
4-3,2025-03-26,effective,0.0,61,0.0,73,0.0,85,523.4027514962803,97,0.0,109,667.4505387457903,121,62597.131953268414,39758.30680305453,635.6018334709007
4-3,2025-03-27,original,0.0,61,429.38223077048156,73,0.0,85,493.33004854508,97,0.0,109,690.3994504943099,121,63318.377101962586,38623.50807025137,100.26181227484011
4-3,2025-03-27,effective,0.0,61,429.38223077048156,73,0.0,85,493.33004854508,97,0.0,109,690.3994504943099,121,63056.45677754923,38623.50807025137,100.26181227484011
4-3,2025-03-28,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,30137.472864912466,11742.914824508654,0.0
4-3,2025-03-28,effective,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,30137.472864912466,11742.914824508654,0.0
4-3,2025-03-29,original,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,29409.966208621234,11446.153625892266,101.16831469363225
4-3,2025-03-29,effective,0.0,61,0.0,73,0.0,85,0.0,97,0.0,109,0.0,121,29623.723055826988,11446.153625892266,101.16831469363225
4-3,2025-03-30,original,0.0,61,357.45776742746204,73,0.0,85,587.9466082468987,97,0.0,109,688.4082837836635,121,62040.23414820805,36980.348037710675,268.2371508437945
4-3,2025-03-30,effective,0.0,61,0.0,73,0.0,85,571.2228237590673,97,0.0,109,688.4082837836635,121,60845.12390109848,36980.348037710675,268.2371508437945
4-3,2025-03-31,original,0.0,61,330.62976636255803,73,0.0,85,537.6606036762032,97,0.0,109,665.0198454765051,121,59314.427810611094,36236.83188848251,813.4767145036213
4-3,2025-03-31,effective,0.0,61,0.0,73,0.0,85,537.6606036762032,97,0.0,109,665.0198454765051,121,59723.92307262072,36236.83188848251,813.4767145036213
4-3,2025-04-01,original,0.0,61,503.67518523163557,73,0.0,85,520.396918495513,97,0.0,109,664.0981963714343,121,62286.97062734726,38541.61103213273,459.04564331182354
