date,config,branch,terminal_mode,updates_solved,dp_initial_soc_kwh,dp_terminal_soc_kwh,analytical_initial_soc_kwh,analytical_terminal_soc_kwh,g0_energy_kwh,geff_energy_kwh,adjust_up_energy_kwh,adjust_down_energy_kwh,adjust_abs_energy_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_energy_kwh,dp_unused_kwh,plan_cost_yuan,effective_base_cost_yuan,adjustment_transaction_yuan,adjustment_surcharge_yuan,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_total_cost_alt_yuan,billing_identity_residual_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_max_balance_residual_kwh,dp_max_soc_residual_kwh,dp_max_simultaneous_product_kwh2,dp_max_convexity_violation,analytical_max_balance_residual_kwh,analytical_max_soc_residual_kwh
2025-02-01,42-terminal-median,4-2,median,4,6000.0,10800.0,6000.0,10800.0,47833.562237171136,47833.562237171136,0.0,0.0,0.0,24074.075675726344,15180.00129733834,0.0,4561.311925449805,19836.822959508434,19836.822959508434,0.0,0.0,0.0,19836.822959508434,19836.822959508434,0.0,0.0,0.0,19836.822959508434,9.485745522397337e-13,1.1368683772161603e-13,0.0,1.8189894035458565e-12,0.0,9.094947017729282e-13
2025-02-02,42-terminal-median,4-2,median,4,10800.0,10800.0,10800.0,10800.0,89145.68027861873,89145.68027861873,0.0,0.0,0.0,19984.778894245897,16187.670904339178,0.0,6992.294338712023,62919.53917730084,62919.53917730084,0.0,0.0,0.0,62919.53917730084,62919.53917730084,0.0,0.0,0.0,62919.53917730084,9.734435479913373e-13,1.1368683772161603e-13,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-03,42-terminal-median,4-2,median,4,10800.0,10612.212470597638,10800.0,10612.212470597638,84962.03469644324,84962.03469644324,0.0,0.0,0.0,22189.47368974451,18142.482465155183,0.0,698.1269718539304,60663.26470860343,60663.26470860343,0.0,0.0,0.0,60663.26470860343,60663.26470860343,0.0,0.0,0.0,60663.26470860343,9.663381206337363e-13,2.842170943040401e-14,0.0,2.9105606813573104e-12,0.0,9.094947017729282e-13
2025-02-04,42-terminal-median,4-2,median,4,10612.212470597638,10294.778323711611,10612.212470597638,10294.778323711611,84986.53214157486,84986.53214157486,0.0,0.0,0.0,22193.706969122453,18262.593377186615,745.8866303439464,606.4412299829762,60586.52712110091,60586.52712110091,0.0,0.0,4225.864493297102,64812.39161439801,64812.391614398,7.275957614183426e-12,745.8866303439451,4768.406064289294,65354.933185390204,9.983125437429408e-13,1.1368683772161603e-13,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-05,42-terminal-median,4-2,median,4,10294.778323711611,10777.41084200983,10294.778323711611,10777.41084200983,85782.75088724062,85782.75088724062,0.0,0.0,0.0,23610.541595511804,18690.169425896165,229.92860342504002,343.88033771670143,61105.328053882855,61105.328053882855,0.0,0.0,1262.9439596864308,62368.27201356929,62368.27201356929,0.0,229.92860342503934,1239.2379596864262,62344.56601356928,9.592326932761353e-13,5.684341886080802e-14,0.0,2.9105606813573104e-12,0.0,8.633094239485217e-13
2025-02-06,42-terminal-median,4-2,median,4,10777.41084200983,10800.0,10777.41084200983,10800.0,85698.13809604605,85698.13809604605,0.0,0.0,0.0,22470.20053301734,18180.53218955289,15.968974648320795,1153.3815105632734,60968.68655528732,60968.68655528732,0.0,0.0,115.53553158060096,61084.22208686792,61084.22208686793,7.275957614183426e-12,15.968974648320113,115.53553158059603,61084.222086867914,9.841016890277388e-13,5.684341886080802e-14,0.0,2.183142555622908e-12,0.0,8.86402062860725e-13
2025-02-07,42-terminal-median,4-2,median,4,10800.0,10800.0,10800.0,10800.0,41106.0117214591,41106.0117214591,0.0,0.0,0.0,19524.746483104944,15815.044651315005,0.0,5590.630223002506,17295.425236033756,17295.425236033756,0.0,0.0,0.0,17295.425236033756,17295.425236033756,0.0,0.0,0.0,17295.425236033756,9.023892744153272e-13,1.1368683772161603e-13,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-08,42-terminal-median,4-2,median,4,10800.0,10694.098014040073,10800.0,10694.098014040073,37890.1519197312,37890.1519197312,0.0,0.0,0.0,19919.049017972407,16229.741491921586,0.0,2623.6816770137057,15764.098541901094,15764.098541901094,0.0,0.0,0.0,15764.098541901094,15764.098541901094,0.0,0.0,0.0,15764.098541901094,9.592326932761353e-13,7.105427357601002e-15,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-09,42-terminal-median,4-2,median,4,10694.098014040073,10423.985305648315,10694.098014040073,10423.985305648315,82807.1226061047,82807.1226061047,0.0,0.0,0.0,22874.19511825062,18771.199483335586,872.3205340710679,21.031538594086214,57623.55242481954,57623.55242481954,0.0,0.0,4616.217928387274,62239.77035320682,62239.77035320681,7.275957614183426e-12,872.3205340710696,5708.943144753022,63332.495569572566,9.876544027065393e-13,1.1368683772161603e-13,0.0,2.9105606813573104e-12,0.0,8.952838470577262e-13
2025-02-10,42-terminal-median,4-2,median,4,10423.985305648315,10635.648768680496,10423.985305648315,10635.648768680496,83954.25783479931,83954.25783479931,0.0,0.0,0.0,21382.023456356244,17128.941882919597,0.0,5374.538678029328,57236.667214328045,57236.667214328045,0.0,0.0,0.0,57236.667214328045,57236.667214328045,0.0,0.0,0.0,57236.667214328045,9.876544027065393e-13,5.684341886080802e-14,0.0,1.8189894035458565e-12,1.1368683772161603e-13,9.094947017729282e-13
2025-02-11,42-terminal-median,4-2,median,4,10635.648768680496,10739.094541648437,10635.648768680496,10739.094541648437,81106.60241560207,81106.60241560207,0.0,0.0,0.0,22797.681879059986,18373.021126367443,0.0,1461.3445295761971,55526.12658809329,55526.12658809329,0.0,0.0,0.0,55526.12658809329,55526.12658809329,0.0,0.0,0.0,55526.12658809329,1.0231815394945443e-12,1.1368683772161603e-13,0.0,2.9105606813573104e-12,0.0,9.094947017729282e-13
2025-02-12,42-terminal-median,4-2,median,4,10739.094541648437,10460.982760459792,10739.094541648437,10460.982760459792,80253.1866703419,80253.1866703419,0.0,0.0,0.0,22294.296480039426,18308.680751901713,41.20108612569656,1042.035894996557,54855.23929522985,54855.23929522985,0.0,0.0,172.06455685770646,55027.303852087556,55027.303852087556,0.0,41.20108612569656,172.06455685770646,55027.303852087556,9.094947017729282e-13,5.684341886080802e-14,0.0,2.9105606813573104e-12,0.0,9.094947017729282e-13
