config,branch,initial_soc_kwh,terminal_mode,terminal_value_coefficient,terminal_reference_scenario_mean,terminal_efficiency_basis,scenario_mean_price_min,scenario_mean_price_median,issue_date,issue_hour,kind,objective_value,scenario_count,status,solve_seconds,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,max_delta_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,highs_max_primal_infeasibility,simplex_iterations,ipm_iterations,mip_gap
42-terminal-zero,4-2,6000.0,zero,0.0,0.0,discharge_sensitivity,0.2954397703153083,0.7463013900103331,2025-02-01,0,original,17771.683419930894,28,Optimal,0.34250519999477547,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,642.3539042343359,0.0,11120,0,
42-terminal-zero,4-2,10172.818150451338,zero,0.0,0.0,discharge_sensitivity,0.29859185228783375,0.7497511604132321,2025-02-01,6,fixed_current_value_refresh,20982.728407681625,28,Optimal,0.24270669999532402,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,9900,0,
42-terminal-zero,4-2,6790.0,zero,0.0,0.0,discharge_sensitivity,0.18696408336339512,0.6345082889957823,2025-02-01,12,fixed_current_value_refresh,34249.0534987552,28,Optimal,0.2998425999976462,False,False,2.2737367544323206e-13,6.792788553866558e-12,-0.0,0.0,0.0,1199.9999999999998,10800.0,833.3333333333334,833.3333333333334,2.2737367544323206e-13,10226,0,
42-terminal-zero,4-2,10305.575878733927,zero,0.0,0.0,discharge_sensitivity,0.34148248042804985,0.9205009720506563,2025-02-01,18,fixed_current_value_refresh,47028.35437010695,28,Optimal,0.3418364999961341,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,11168,0,
42-terminal-zero,4-2,1645.7962352103323,zero,0.0,0.0,discharge_sensitivity,0.3762053547241539,0.960664177389033,2025-02-02,0,original,65726.13998715984,29,Optimal,0.538624399996479,False,False,2.6186164348018792e-11,2.0236257114447653e-11,0.0,0.0,-7.783179861925655e-13,1200.0,10800.0,833.3333333333334,833.3333333333334,7.783179861925655e-13,12645,0,
42-terminal-zero,4-2,10800.0,zero,0.0,0.0,discharge_sensitivity,0.348469801937597,0.9268431648744557,2025-02-02,6,fixed_current_value_refresh,58233.17472584872,29,Optimal,0.23940530000254512,False,False,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,-2.2737367544323206e-13,1200.0,10800.000000000004,833.3333333333334,833.3333333333334,3.637978807091713e-12,10169,0,
42-terminal-zero,4-2,8040.0,zero,0.0,0.0,discharge_sensitivity,0.34416426890186047,0.9191104520185863,2025-02-02,12,fixed_current_value_refresh,59503.385557091206,29,Optimal,0.3121566000045277,False,False,2.2737367544323206e-13,1.0231815394945443e-12,-0.0,0.0,-2.2737367544323206e-13,1199.9999999999943,10800.0,833.3333333333334,833.3333333333334,5.6843418860808015e-12,10394,0,
42-terminal-zero,4-2,10800.0,zero,0.0,0.0,discharge_sensitivity,0.38970169628656554,0.9622268289969538,2025-02-02,18,fixed_current_value_refresh,56089.88182400405,29,Optimal,0.3861839000019245,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,-2.2737367544323206e-12,1200.0,10800.0,833.3333333333334,833.3333333333334,2.2737367544323206e-12,11510,0,
42-terminal-zero,4-2,2142.9738509040335,zero,0.0,0.0,discharge_sensitivity,0.368477411142677,0.9403796584259443,2025-02-03,0,original,60604.1204048329,30,Optimal,0.5845179000025382,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,12868,0,
42-terminal-zero,4-2,10635.791540910064,zero,0.0,0.0,discharge_sensitivity,0.37667229899403065,0.9519387384931284,2025-02-03,6,fixed_current_value_refresh,56815.578260584385,30,Optimal,0.24709830000938382,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,-2.2737367544323206e-13,1200.0,10800.0,833.3333333333334,833.3333333333334,2.2737367544323206e-13,10628,0,
