date,config,branch,terminal_mode,updates_solved,dp_initial_soc_kwh,dp_terminal_soc_kwh,analytical_initial_soc_kwh,analytical_terminal_soc_kwh,g0_energy_kwh,geff_energy_kwh,adjust_up_energy_kwh,adjust_down_energy_kwh,adjust_abs_energy_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_energy_kwh,dp_unused_kwh,plan_cost_yuan,effective_base_cost_yuan,adjustment_transaction_yuan,adjustment_surcharge_yuan,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_total_cost_alt_yuan,billing_identity_residual_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_max_balance_residual_kwh,dp_max_soc_residual_kwh,dp_max_simultaneous_product_kwh2,dp_max_convexity_violation,analytical_max_balance_residual_kwh,analytical_max_soc_residual_kwh
2025-02-01,43-no-value-refresh,4-3,overnight,4,6000.0,10444.26648946668,6000.0,10444.26648946668,47452.16048349501,45828.71984389372,0.0,1623.440639601284,1623.440639601284,23687.53322660747,15187.062073032035,0.0,2950.072756984961,19889.289116272623,19118.564483915045,-385.3623161787903,385.3623161787903,0.0,19503.926800093832,19503.926800093832,0.0,0.0,0.0,19503.926800093832,8.810729923425242e-13,1.1368683772161603e-13,0.0,2.9105606813573104e-12,0.0,9.094947017729282e-13
2025-02-02,43-no-value-refresh,4-3,overnight,4,10444.26648946668,10800.0,10444.26648946668,10800.0,88952.88586095917,87877.3727583451,0.0,1075.5131026140687,1075.5131026140687,20521.307635191464,16302.099025025098,0.0,5301.886198178734,62823.72958165279,61927.727761784816,-448.000909933987,448.000909933987,0.0,62375.7286717188,62375.728671718796,7.275957614183426e-12,0.0,0.0,62375.7286717188,9.734435479913373e-13,1.1368683772161603e-13,0.0,2.1822543772032077e-12,0.0,8.633094239485217e-13
2025-02-03,43-no-value-refresh,4-3,overnight,4,10800.0,10075.154562262574,10800.0,10181.185907252715,84899.04440800197,84324.21668436783,0.0,574.8277236341571,574.8277236341571,21623.751097023975,18167.599282553107,0.0,651.1483698969535,60954.106332848394,60389.16504232758,-282.47064526040697,282.47064526040697,0.0,60671.63568758799,60671.63568758798,7.275957614183426e-12,0.0,0.0,60671.63568758799,9.978684545330907e-13,1.1368683772161603e-13,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-04,43-no-value-refresh,4-3,overnight,4,10075.154562262574,9870.496784571382,10181.185907252715,9870.496784571382,85887.64592879129,85867.7781941948,45.590993915898366,65.45872851236376,111.04972242826213,22821.9290219945,18669.95450773762,0.0,520.9397299379469,61528.86569264019,61519.07227516096,53.569743809723875,63.36316128895709,0.0,61582.435436449916,61582.435436449916,0.0,0.0,0.0,61582.435436449916,9.947598300641403e-13,5.684341886080802e-14,0.0,2.9105606813573104e-12,0.0,8.988365607365267e-13
2025-02-05,43-no-value-refresh,4-3,overnight,4,9870.496784571382,9869.279114960857,9870.496784571382,9869.279114960857,85196.0090981334,85753.18842979165,926.4180696106041,369.2387379523545,1295.6568075629584,23666.16012577323,19170.68560452579,26.47958333333395,535.7665085442242,60707.82984416106,61013.05359672547,925.5281221794733,620.30436961507,183.34463500000427,61816.702601340534,61816.70260134054,7.275957614183426e-12,26.479583333333267,183.34463499999956,61816.702601340534,9.094947017729282e-13,5.684341886080802e-14,0.0,2.9105606813573104e-12,0.0,9.094947017729282e-13
2025-02-06,43-no-value-refresh,4-3,overnight,4,9869.279114960857,9876.887788730219,9869.279114960857,9994.732995104812,86696.67409048628,85053.33439673288,0.0,1643.339693753399,1643.339693753399,22496.176809281482,18215.055409125576,18.492480730059242,519.648260640392,61781.10672451412,60245.40547306999,-767.8506257220597,767.8506257220597,133.79309808197863,61147.04919687404,61147.049196874024,1.4551915228366852e-11,18.49248073005856,133.79309808197368,61147.04919687403,9.841016890277388e-13,3.552713678800501e-15,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-07,43-no-value-refresh,4-3,overnight,4,9876.887788730219,10429.253735546114,9994.732995104812,10429.253735546114,41607.558338822666,40949.35803041032,0.0,658.2003084123453,658.2003084123453,19882.880924401252,15608.00419663071,0.0,4868.801635973115,17506.666948624945,17205.789538148012,-150.438705238468,150.438705238468,0.0,17356.22824338648,17356.22824338648,0.0,0.0,0.0,17356.22824338648,1.0231815394945443e-12,1.1368683772161603e-13,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-08,43-no-value-refresh,4-3,overnight,4,10429.253735546114,10028.444489359868,10429.253735546114,10028.444489359868,37219.569130448785,37224.62462415929,5.055493710500755,0.0,5.055493710500755,19568.36842021149,16211.10674193893,0.0,2290.200229220059,15471.070117377629,15474.227120606309,4.735504843020299,1.5785016143400998,0.0,15475.805622220649,15475.805622220647,1.8189894035458565e-12,0.0,0.0,15475.805622220649,1.0231815394945443e-12,1.4210854715202004e-14,0.0,2.183142555622908e-12,0.0,9.094947017729282e-13
2025-02-09,43-no-value-refresh,4-3,overnight,4,10028.444489359868,9733.333627995482,10028.444489359868,9733.333627995482,83470.14687199518,83702.26868700929,232.12181501411084,0.0,232.12181501411084,23276.50067906671,19119.565325271986,15.900738495279484,5.818105043168771,58247.63383382479,58436.88887509831,283.8825619102896,94.62752063676321,76.12617186539839,58607.64256760047,58607.64256760047,0.0,15.900738495279484,76.12617186539839,58607.64256760047,9.85878045867139e-13,1.1368683772161603e-13,0.0,2.1822543772032077e-12,0.0,8.86402062860725e-13
2025-02-10,43-no-value-refresh,4-3,overnight,4,9733.333627995482,9794.335252456027,9733.333627995482,9968.874019712552,83609.57002253563,82332.01906390922,0.0,1277.550958626396,1277.550958626396,21217.583379072566,17131.34107503429,0.0,3919.1391765376243,57066.378603592486,56014.31173973646,-526.0334319280116,526.0334319280116,0.0,56540.34517166448,56540.34517166448,0.0,0.0,0.0,56540.34517166448,9.947598300641403e-13,5.684341886080802e-14,0.0,1.4557244298885053e-12,0.0,9.094947017729282e-13
