config,branch,initial_soc_kwh,terminal_mode,terminal_value_coefficient,terminal_reference_scenario_mean,terminal_efficiency_basis,scenario_mean_price_min,scenario_mean_price_median,issue_date,issue_hour,kind,objective_value,scenario_count,status,solve_seconds,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,max_delta_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,highs_max_primal_infeasibility,simplex_iterations,ipm_iterations,mip_gap
42-main,4-2,6000.0,overnight,0.4106134483109187,0.36955210347982687,charge,0.2954397703153083,0.7463013900103331,2025-02-01,0,original,16690.939668166116,28,Optimal,0.40775769999891054,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,642.3539042343359,0.0,10462,0,
42-main,4-2,10172.818150451338,overnight,0.523093981456236,0.47078458331061235,charge,0.29859185228783375,0.7497511604132321,2025-02-01,6,fixed_current_value_refresh,18839.245914336057,28,Optimal,0.2780347000079928,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,1199.9999999999986,10800.0,833.3333333333334,833.3333333333334,1.3642420526593924e-12,9232,0,
42-main,4-2,6790.0,overnight,0.5228116520903764,0.47053048688133875,charge,0.18696408336339512,0.6345082889957823,2025-02-01,12,fixed_current_value_refresh,31134.483582089004,28,Optimal,0.4134808999951929,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,1199.9999999999986,10800.0,833.3333333333334,833.3333333333334,1.3642420526593924e-12,10337,0,
42-main,4-2,10259.775449751518,overnight,0.5227125312416627,0.4704412781174965,charge,0.34148248042804985,0.9205009720506563,2025-02-01,18,fixed_current_value_refresh,45291.27329149877,28,Optimal,0.5205493999965256,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,10927,0,
42-main,4-2,10573.470700718999,overnight,0.5250037344148192,0.4725033609733372,charge,0.3762053547241539,0.960664177389033,2025-02-02,0,original,59968.5562558124,29,Optimal,0.8433490000024904,False,False,1.5006662579253316e-11,2.4442670110147446e-11,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,14219,0,
42-main,4-2,10800.0,overnight,0.5237860283479578,0.47140742551316206,charge,0.348469801937597,0.9268431648744557,2025-02-02,6,fixed_current_value_refresh,56702.896084942426,29,Optimal,0.23102719998860266,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,-1.3642420526593924e-12,1199.9999999999995,10800.000000000002,833.3333333333334,833.3333333333334,1.8189894035458565e-12,9636,0,
42-main,4-2,7960.0,overnight,0.523546547425584,0.47119189268302564,charge,0.34416426890186047,0.9191104520185863,2025-02-02,12,fixed_current_value_refresh,57869.01872778105,29,Optimal,0.43399249999492895,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,-9.094947017729282e-13,1199.9999999999995,10800.0,833.3333333333334,833.3333333333334,9.094947017729282e-13,10780,0,
42-main,4-2,10800.0,overnight,0.5234322545918005,0.4710890291326205,charge,0.38970169628656554,0.9622268289969538,2025-02-02,18,fixed_current_value_refresh,54838.88111043288,29,Optimal,0.5569029999896884,False,False,1.1368683772161603e-13,2.1600499167107046e-12,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,11152,0,
42-main,4-2,10800.0,overnight,0.5135427580394485,0.4621884822355037,charge,0.368477411142677,0.9403796584259443,2025-02-03,0,original,55118.46674185601,30,Optimal,0.7165957999968668,False,False,9.890754881780595e-12,3.2741809263825417e-11,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,13022,0,
42-main,4-2,10645.744229865846,overnight,0.5138497939009115,0.4624648145108203,charge,0.37667229899403065,0.9519387384931284,2025-02-03,6,fixed_current_value_refresh,55594.646134723305,30,Optimal,0.27106550001190044,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,-4.547473508864641e-12,1199.9999999999952,10800.0,833.3333333333334,833.3333333333334,4.774847184307873e-12,9918,0,
42-main,4-2,7489.199288735984,overnight,0.5139239687735612,0.4625315718962051,charge,0.3550387094436668,0.9285152710430207,2025-02-03,12,fixed_current_value_refresh,54859.250586460475,30,Optimal,0.437535699995351,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,0.0,10685,0,
