target_date,initial_soc_kwh,objective_value,plan_energy_kwh,plan_cost_yuan,scenario_count,status,solve_seconds,highs_objective,highs_max_primal_infeasibility,highs_num_primal_infeasibilities,simplex_iterations,ipm_iterations,mip_gap,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,purpose
2025-07-06,2371.342563708104,56445.877553329134,83396.89129936766,54048.22333367111,30,Optimal,0.5479963000034331,56445.87755332914,0.0,0,13723,0,,False,False,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-07,2815.730164488593,56422.96081237826,84127.41747916988,54510.49843892213,30,Optimal,0.6022618999995757,56422.96081237828,0.0,0,14400,0,,False,False,4.547473508864641e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-08,4093.080518410894,53588.69492561535,79421.45368218949,51326.78596414888,30,Optimal,0.7214874000019336,53588.69492561535,0.0,0,14315,0,,False,False,1.1368683772161603e-13,2.8990143619012088e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-09,3442.4829351099984,54849.83606802477,80905.87686214072,52570.045783410125,30,Optimal,0.6276410999998916,54849.836068024764,0.0,0,13766,0,,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-10,4128.473187622794,53228.3761959295,78677.51159904743,50967.50103357552,30,Optimal,0.5634454999999434,53228.37619592948,0.0,0,13392,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-11,4026.733470312326,24889.430588059233,40143.39401214689,24184.056984994437,30,Optimal,0.2811957000012626,24889.430588059233,0.0,0,11056,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-12,2884.9890364877847,26492.11964474718,43105.44435620883,25684.84264956005,30,Optimal,0.26640730000144686,26492.119644747174,0.0,0,11122,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-13,2856.8719891951287,55347.95718132165,82137.92051906296,53083.48882824707,30,Optimal; tiebreak=Optimal,1.7366185999999288,1081380.9922311555,0.0,0,12936,0,,True,False,1.1368683772161603e-13,2.7284841053187847e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-14,3848.873694214806,52315.047969898544,77097.47389245147,50070.57340368757,30,Optimal,0.6156250999993063,52315.04796989854,0.0,0,14204,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-15,3645.130670069668,51878.87345300917,76377.28317295952,49644.40464893979,30,Optimal,0.6296493000008923,51878.8734530092,0.0,0,13913,0,,False,False,1.7053025658242404e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-16,3785.273231578456,51525.640844603244,76602.09967077966,49563.59928453203,30,Optimal,0.6495606999997108,51525.640844603186,0.0,0,13525,0,,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-17,3667.307038691178,51721.022802789834,77121.2130719402,49804.65897119181,30,Optimal,0.7718380999976944,51721.02280278982,0.0,0,14216,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-18,3655.2353522383582,26400.529043236464,42303.856918301615,25576.886883021558,30,Optimal,0.30528100000083214,26400.529043236464,0.0,0,11022,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-19,3963.946814558953,25502.673589235477,41191.223887882574,24811.919029176206,30,Optimal,0.28198260000135633,25502.673589235477,0.0,0,10892,0,,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-20,2958.790112064375,53809.366793100424,80202.85845312904,51881.99951887301,30,Optimal,0.6815430999995442,53809.36679310045,0.0,0,14923,0,,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-21,4089.228335583284,52432.79576882432,78135.75975640255,50536.020018254305,30,Optimal,0.6579438999979175,52432.79576882432,0.0,0,15029,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-22,3797.420216707952,52733.037289695916,78723.99735234835,50921.41208502358,30,Optimal,0.6038436999988335,52733.03728969593,0.0,0,13607,0,,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-23,3785.7167914391157,53047.733424080034,79184.32213788,51149.86571621945,30,Optimal,0.6202918000017235,53047.73342408002,0.0,0,13552,0,,False,False,1.1368683772161603e-13,3.1317171078626416e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-24,3822.475956220308,53553.6980699918,79727.55780017383,51713.46454986882,30,Optimal,0.5344801999999618,53553.698069991806,0.0,0,13363,0,,False,False,1.1368683772161603e-13,2.2737367544323206e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-25,4454.421864444331,26036.34648022244,40967.790897113824,25046.423944695467,30,Optimal,0.25637270000152057,26036.346480222426,0.0,0,10654,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-26,3972.4879582218755,25389.76996535598,40231.5218515662,24424.62245502269,30,Optimal,0.2432263000009698,25389.76996535599,0.0,0,10625,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-27,3460.168255802031,52657.258905896204,79113.73414507529,50954.52059880548,30,Optimal,0.6935493999990285,52657.25890589617,0.0,0,13529,0,,False,False,1.1368683772161603e-13,1.0609291223317996e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-28,4054.9179491026803,52381.875710232096,78371.72790979264,50780.895665106145,30,Optimal,0.5836656999999832,52381.87571023207,0.0,0,13049,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-07-29,2587.0149040910187,54884.72840031252,83162.79517178537,53501.611403288945,30,Optimal,0.7633105999993859,54884.72840031244,0.0,0,14331,0,,False,False,2.2737367544323206e-13,1.0516032489249483e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
