date,dp_initial_soc_kwh,dp_terminal_soc_kwh,ana_initial_soc_kwh,ana_terminal_soc_kwh,plan_cost_yuan,adj_cost_yuan,adj_up_energy_kwh,adj_down_energy_kwh,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,total_cost_yuan_alt,ana_emergency_energy_kwh,ana_emergency_cost_yuan,ana_total_cost_yuan,g0_energy_kwh,geff_energy_kwh,updates_solved,dp_max_balance_residual_kwh,dp_max_soc_residual_kwh,ana_max_balance_residual_kwh,ana_max_soc_residual_kwh,dp_max_convexity_violation
2025-02-01,6000.0,10051.822225611337,6000.0,10051.822225611337,24098.25017098439,-75.76226857620583,0.0,219.96123507261953,0.0,5.317202611543337e-11,24022.487902408237,24022.487902408237,0.0,0.0,24022.487902408182,46840.282522679285,46620.32128760667,3,1.0089706847793423e-12,1.1368683772161603e-13,0.0,9.094947017729282e-13,1.8189894035458565e-12
2025-02-02,10051.822225611337,10416.284219880006,10051.822225611337,10416.284219880006,56693.37509128301,-74.4595523610644,0.0,141.15514580617815,0.0,5.041101203140386e-11,56618.915538921996,56618.915538921996,0.0,0.0,56618.915538921945,89018.29161761465,88877.13647180848,3,9.71667191151937e-13,1.1368683772161603e-13,0.0,9.094947017729282e-13,2.183142555622908e-12
2025-02-03,10416.284219880006,9832.058610379805,10416.284219880006,9832.058610379805,54071.14727399932,-105.16201153658247,0.0,269.1387870133585,0.0,8.723399989862823e-11,53965.985262462826,53965.98526246282,0.0,0.0,53965.98526246274,85252.51605840132,84983.37727138796,3,1.0231815394945443e-12,1.1368683772161603e-13,0.0,9.094947017729282e-13,2.9105606813573104e-12
2025-02-04,9832.058610379805,9653.928103819653,9832.058610379805,9601.90796574353,54513.518862261175,392.7502785452452,262.5974037708146,315.20622184620936,46.81812426851036,276.0678527235191,55182.33699352994,55182.33699352994,0.0,0.0,54906.26914080642,86052.55914092102,85999.95032284563,3,9.592326932761353e-13,5.684341886080802e-14,0.0,9.094947017729282e-13,2.183142555622908e-12
2025-02-05,9653.928103819653,9770.58564441771,9601.90796574353,9770.58564441771,54066.719833674084,319.98771168182844,260.2916256330233,66.05181983501598,99.23972649016794,506.3581961908743,54893.06574154679,54893.065741546794,146.05785075867772,736.6799585297229,55123.387503885635,85465.950131082,85660.18993688,3,1.0231815394945443e-12,5.684341886080802e-14,0.0,9.094947017729282e-13,2.9105606813573104e-12
2025-02-06,9770.58564441771,9864.395808392332,9770.58564441771,9864.395808392332,54934.575105800046,-211.6759063206781,0.0,475.12920652382616,21.05286666666734,122.98032063341617,54845.87952011279,54845.87952011278,21.05286666666666,122.98032063333329,54845.8795201127,86740.22394514087,86265.09473861704,3,1.0231815394945443e-12,3.552713678800501e-15,0.0,9.094947017729282e-13,2.9105606813573104e-12
2025-02-07,9864.395808392332,10116.537459201278,9864.395808392332,10116.537459201278,21437.210443753094,-46.533735444704035,0.0,97.85606823252874,0.0,5.32323412849589e-11,21390.676708308445,21390.67670830844,0.0,0.0,21390.67670830839,41326.22628966879,41228.370221436264,3,9.983125437429408e-13,1.1368683772161603e-13,0.0,9.094947017729282e-13,2.9105606813573104e-12
2025-02-08,10116.537459201278,9661.110311956953,10116.537459201278,9661.110311956953,19333.675860609073,27.218560384017707,24.094276101816888,0.0,0.0,7.845642435722056e-11,19360.894420993172,19360.89442099317,0.0,0.0,19360.894420993092,37055.39053949883,37079.48481560065,3,1.0231815394945443e-12,1.4210854715202004e-14,0.0,9.094947017729282e-13,2.9105606813573104e-12
2025-02-09,9661.110311956953,9563.330583565803,9661.110311956953,9563.330583565803,52658.6443153676,0.0,0.0,0.0,336.9988832388929,1583.9343176150885,54242.57863298269,54242.57863298268,336.99888323889337,2285.875817800453,54944.52013316805,83523.86280996306,83523.86280996306,3,9.734435479913373e-13,1.1368683772161603e-13,0.0,8.739675649849232e-13,2.9105606813573104e-12
2025-02-10,9563.330583565803,9660.704995593229,9563.330583565803,9660.704995593229,52548.516131767,-219.8829539155966,0.0,536.674021373836,0.0,6.018786891104354e-11,52328.63317785146,52328.633177851465,0.0,0.0,52328.6331778514,83587.3392281741,83050.66520680024,3,9.978684545330907e-13,5.684341886080802e-14,0.0,9.094947017729282e-13,2.9105606813573104e-12
