date,dp_emergency_cost_yuan,ana_emergency_cost_yuan,dp_emergency_energy_kwh,ana_emergency_energy_kwh,dp_max_balance_residual_kwh,ana_max_balance_residual_kwh,dp_max_soc_residual_kwh,ana_max_soc_residual_kwh,dp_total_cost_yuan,ana_total_cost_yuan
2025-02-01,5.018724746896908e-11,0.0,0.0,0.0,1.0089706847793423e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,24098.25017098444,24098.25017098439
2025-02-02,4.9838069893226586e-11,0.0,0.0,0.0,9.71667191151937e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,56671.105935693755,56671.105935693704
2025-02-03,9.808573474268111e-11,0.0,0.0,0.0,9.592326932761353e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,54043.49938603081,54043.499386030715
2025-02-04,9.135138179239277e-11,0.0,0.0,0.0,9.592326932761353e-13,0.0,5.684341886080802e-14,9.094947017729282e-13,54513.51886226128,54513.51886226118
2025-02-05,1704.88127327546,1714.8486435102152,349.183460068583,349.1834600685823,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,55802.11618250933,55812.08355274409
2025-02-06,122.98032063341388,122.98032063333329,21.05286666666734,21.05286666666666,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,55023.374920598675,55023.374920598595
2025-02-07,5.628490673537101e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,21387.638940920016,21387.638940919962
2025-02-08,6.981900646518824e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.4210854715202004e-14,9.094947017729282e-13,19305.243404176977,19305.24340417691
2025-02-09,1824.8597289757881,2285.875817800453,336.99888323889286,336.99888323889337,9.734435479913373e-13,0.0,1.1368683772161603e-13,8.739675649849232e-13,54495.28603344092,54956.30212226558
2025-02-10,7.159891601826729e-11,0.0,0.0,0.0,9.094947017729282e-13,0.0,5.684341886080802e-14,9.094947017729282e-13,52548.51613176707,52548.516131767
2025-02-11,25.483996507214535,25.483996507144855,5.440648272234853,5.440648272234171,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,51102.70261386836,51102.702613868285
2025-02-12,7.685000225077231e-11,0.0,0.0,0.0,9.610090501155355e-13,0.0,5.684341886080802e-14,9.094947017729282e-13,50650.86022757038,50650.8602275703
2025-02-13,6.200680624512955e-11,0.0,0.0,0.0,8.597567102697212e-13,0.0,1.1368683772161603e-13,8.846257060213247e-13,49759.852067278094,49759.85206727803
