date,dp_emergency_cost_yuan,ana_emergency_cost_yuan,dp_emergency_energy_kwh,ana_emergency_energy_kwh,dp_max_balance_residual_kwh,ana_max_balance_residual_kwh,dp_max_soc_residual_kwh,ana_max_soc_residual_kwh,dp_total_cost_yuan,ana_total_cost_yuan
2025-06-29,75.94309071403987,0.0,26.73111253570997,0.0,1.0231815394945443e-12,0.0,5.684341886080802e-14,9.094947017729282e-13,46299.97225215686,46224.02916144282
2025-06-30,6.675897168406664e-11,0.0,0.0,0.0,9.947598300641403e-13,0.0,1.1368683772161603e-13,8.810729923425242e-13,47064.17040683398,47064.17040683392
2025-07-01,24380.853239619242,34770.306213279895,5797.5070877210865,5797.507087721086,9.663381206337363e-13,0.0,5.684341886080802e-14,9.094947017729282e-13,72745.96392355274,83135.4168972134
2025-07-02,3206.1865999966985,2529.065712970935,717.1749958057728,397.93143483438666,9.094947017729282e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,54621.46855080979,53944.34766378403
2025-07-03,8722.437724274183,10654.679806118587,1619.973544924926,1619.9735449249233,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,62454.70622939153,64386.94831123593
2025-07-04,27896.18882164645,31497.095047808558,6682.3554390971785,6682.355439097178,9.379164112033322e-13,0.0,1.4210854715202004e-14,9.094947017729282e-13,47798.42984026023,51399.33606642234
2025-07-05,250.61132773222252,250.6113277321728,65.56109911327299,65.56109911327299,7.958078640513122e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,25933.197998198808,25933.197998198757
2025-07-06,3836.88991535274,4935.938783912482,834.225068480469,712.3140779652033,1.0089706847793423e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,58837.56442647246,59936.613295032206
2025-07-07,6.04697377726282e-11,0.0,0.0,0.0,9.601208716958354e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,54201.57104994845,54201.57104994839
2025-07-08,5.994805141185111e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,52102.17526364251,52102.17526364245
2025-07-09,5.7199945113772794e-11,0.0,0.0,0.0,9.841016890277388e-13,0.0,1.1368683772161603e-13,8.86402062860725e-13,53126.695260464374,53126.695260464316
2025-07-10,4.490734251128003e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,51036.57668761464,51036.57668761459
2025-07-11,962.3645075448925,962.3645075448524,243.1183001552609,243.1183001552609,8.846257060213247e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,26040.067525268383,26040.067525268343
2025-07-12,5.45657855149928e-11,0.0,0.0,0.0,8.739675649849232e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,26266.829681116105,26266.82968111605
2025-07-13,4.930788838342082e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,53373.30700443795,53373.3070044379
2025-07-14,6.336891722469318e-11,0.0,0.0,0.0,9.485745522397337e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,50249.160659804336,50249.16065980427
2025-07-15,8.384384120319054e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,50422.58823642423,50422.58823642414
2025-07-16,9.17154327484404e-11,0.0,0.0,0.0,1.0231815394945443e-12,0.0,1.1368683772161603e-13,9.094947017729282e-13,49898.67378576557,49898.67378576547
2025-07-17,7.501381826813259e-11,0.0,0.0,0.0,9.379164112033322e-13,0.0,5.684341886080802e-14,8.846257060213247e-13,49837.72447323053,49837.72447323046
2025-07-18,3.629035738583752e-11,0.0,0.0,0.0,9.237055564881302e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,26588.71570022781,26588.715700227775
2025-07-19,4.83128883566053e-11,0.0,0.0,0.0,9.343636975245317e-13,0.0,1.1368683772161603e-13,9.094947017729282e-13,25573.90246149773,25573.902461497684
