date,issue_hour,kind,initial_soc_kwh,objective_value,scenario_count,status,solve_seconds,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_delta_product_kwh2,max_simultaneous_product_kwh2,highs_max_primal_infeasibility,simplex_iterations,ipm_iterations,mip_gap
2025-02-01,0,original,6000.0,19734.533310183277,29,Optimal,0.4182650000002468,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,11112,0,
2025-02-01,12,rolling,7790.0,33619.25144209145,28,Optimal,0.5338313999964157,False,False,1.1368683772161603e-13,1.2789769243681803e-12,0.0,0.0,1.1368683772161603e-13,11198,0,
2025-02-01,18,rolling,10301.66843562269,39506.8707774303,28,Optimal,0.5337664999970002,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11221,0,
2025-02-02,0,original,10051.822225611337,52461.15861320716,30,Optimal,0.802416299993638,False,False,1.4189058816782563e-09,1.8858372641261667e-09,0.0,0.0,7.366907084360719e-13,13133,0,
2025-02-02,12,rolling,8090.0,53130.07722252723,29,Optimal,0.5686668999987887,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11603,0,
2025-02-02,18,rolling,10800.0,47446.37593323557,29,Optimal,0.6575019000010798,False,False,1.1368683772161603e-13,2.9842794901924208e-12,0.0,0.0,1.7053025658242404e-12,12339,0,
2025-02-03,0,original,10416.284219880006,49804.98284243935,30,Optimal,0.758121899998514,False,False,9.094947017729282e-12,3.637978807091713e-12,0.0,0.0,0.0,13266,0,
2025-02-03,12,rolling,7399.797115587225,50896.67101028784,30,Optimal,0.651278999997885,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,12301,0,
2025-02-03,18,rolling,10649.617682685845,46082.023429366556,30,Optimal,0.5690147999994224,False,False,1.1368683772161603e-13,5.5564441936439835e-12,0.0,0.0,2.2737367544323206e-13,12337,0,
2025-02-04,0,original,9832.058610379805,50221.26007423991,30,Optimal,0.8278087000071537,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,14225,0,
2025-02-04,12,rolling,6578.479739364305,50438.791408843346,30,Optimal,0.552768699999433,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11946,0,
2025-02-04,18,rolling,10219.240341370816,46480.73831463052,30,Optimal,0.5962457999994513,False,False,1.1368683772161603e-13,3.410605131648481e-12,0.0,0.0,0.0,11834,0,
2025-02-05,0,original,9654.165934964107,49774.14777552165,30,Optimal,0.7951764000026742,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,13443,0,
2025-02-05,12,rolling,5902.1409710449325,52034.70824702947,30,Optimal,0.5153223000088474,False,False,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,11842,0,
2025-02-05,18,rolling,10736.165269923695,45389.4992947462,30,Optimal,0.6456539000064367,False,False,1.1368683772161603e-13,2.156497203031904e-12,0.0,0.0,1.1368683772161603e-13,12569,0,
2025-02-06,0,original,9770.58564441771,50622.87343056731,30,Optimal,0.9986466999980621,False,False,1.1368683772161603e-13,5.7980287238024175e-12,0.0,0.0,0.0,15659,0,
2025-02-06,12,rolling,7831.9451272254355,38228.97755078922,30,Optimal,0.5569419999956153,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11911,0,
2025-02-06,18,rolling,10720.955119259956,20925.748182706768,30,Optimal,0.32434449999709614,False,False,1.1368683772161603e-13,9.379164112033322e-13,0.0,0.0,1.1368683772161603e-13,11292,0,
2025-02-07,0,original,9864.395808392332,17036.733246080905,30,Optimal,0.47476099999039434,False,False,1.1368683772161603e-13,1.751487843648647e-12,0.0,0.0,0.0,11390,0,
2025-02-07,12,rolling,6770.0,17615.322603612916,30,Optimal,0.39427260000957176,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,10888,0,
2025-02-07,18,rolling,10290.618518518519,14153.64548614535,30,Optimal,0.3702384000062011,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,10952,0,
2025-02-08,0,original,10116.537459201278,14826.485607754086,30,Optimal,0.3349474000133341,False,False,2.8517299632824233e-11,3.664768488675918e-11,0.0,0.0,0.0,10842,0,
2025-02-08,12,rolling,5960.0,30211.856043625638,30,Optimal,0.46703519999573473,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,2.7284841053187847e-12,11760,0,
2025-02-08,18,rolling,9915.144346332972,38133.70046660999,30,Optimal,0.5418239999999059,False,False,1.1368683772161603e-13,1.0516032489249483e-12,0.0,0.0,5.684341886080802e-14,11891,0,
