date,issue_hour,window_position,absolute_date_offset,absolute_t,variable_type,plan_kwh,delta_plus_kwh,delta_minus_kwh,g0_reference_kwh
2025-02-01,0,1,0,1,g0,1238.1322871989819,,,
2025-02-01,0,2,0,2,g0,1266.3993473430064,,,
2025-02-01,0,3,0,3,g0,1272.5647362577877,,,
2025-02-01,0,4,0,4,g0,1185.308536060911,,,
2025-02-01,0,5,0,5,g0,1232.327091582607,,,
2025-02-01,0,6,0,6,g0,495.3917076958247,,,
2025-02-01,0,7,0,7,g0,488.75388922817507,,,
2025-02-01,0,8,0,8,g0,450.4140628266874,,,
2025-02-01,0,9,0,9,g0,463.819750085014,,,
2025-02-01,0,10,0,10,g0,508.16588392144865,,,
2025-02-01,0,11,0,11,g0,512.0694396460178,,,
2025-02-01,0,12,0,12,g0,495.15549401630017,,,
2025-02-01,0,13,0,13,g0,495.38694212419,,,
2025-02-01,0,14,0,14,g0,491.0237354336756,,,
2025-02-01,0,15,0,15,g0,480.1590990764551,,,
2025-02-01,0,16,0,16,g0,501.80712105951847,,,
2025-02-01,0,17,0,17,g0,527.9193234329225,,,
2025-02-01,0,18,0,18,g0,553.6834345573463,,,
2025-02-01,0,19,0,19,g0,559.8412485961785,,,
2025-02-01,0,20,0,20,g0,552.2392057895971,,,
2025-02-01,0,21,0,21,g0,529.8195305410618,,,
2025-02-01,0,22,0,22,g0,503.5374439337841,,,
2025-02-01,0,23,0,23,g0,509.6342900862255,,,
2025-02-01,0,24,0,24,g0,545.7528850453335,,,
2025-02-01,0,25,0,25,g0,584.360950997814,,,
2025-02-01,0,26,0,26,g0,581.3551570733896,,,
2025-02-01,0,27,0,27,g0,539.2168875063761,,,
2025-02-01,0,28,0,28,g0,542.2285788735916,,,
2025-02-01,0,29,0,29,g0,517.3363988438217,,,
2025-02-01,0,30,0,30,g0,515.1105083248729,,,
2025-02-01,0,31,0,31,g0,543.7783360264716,,,
2025-02-01,0,32,0,32,g0,569.7955536900308,,,
2025-02-01,0,33,0,33,g0,617.3678652483454,,,
2025-02-01,0,34,0,34,g0,1359.5255198651857,,,
2025-02-01,0,35,0,35,g0,519.6888482264013,,,
2025-02-01,0,36,0,36,g0,0.0,,,
2025-02-01,0,37,0,37,g0,0.0,,,
2025-02-01,0,38,0,38,g0,0.0,,,
2025-02-01,0,39,0,39,g0,0.0,,,
2025-02-01,0,40,0,40,g0,0.0,,,
2025-02-01,0,41,0,41,g0,0.0,,,
2025-02-01,0,42,0,42,g0,0.0,,,
2025-02-01,0,43,0,43,g0,0.0,,,
2025-02-01,0,44,0,44,g0,0.0,,,
2025-02-01,0,45,0,45,g0,0.0,,,
2025-02-01,0,46,0,46,g0,0.0,,,
2025-02-01,0,47,0,47,g0,0.0,,,
2025-02-01,0,48,0,48,g0,0.0,,,
2025-02-01,0,49,0,49,g0,0.0,,,
2025-02-01,0,50,0,50,g0,0.0,,,
2025-02-01,0,51,0,51,g0,0.0,,,
2025-02-01,0,52,0,52,g0,0.0,,,
2025-02-01,0,53,0,53,g0,0.0,,,
2025-02-01,0,54,0,54,g0,0.0,,,
2025-02-01,0,55,0,55,g0,0.0,,,
2025-02-01,0,56,0,56,g0,0.0,,,
2025-02-01,0,57,0,57,g0,0.0,,,
2025-02-01,0,58,0,58,g0,0.0,,,
2025-02-01,0,59,0,59,g0,0.0,,,
2025-02-01,0,60,0,60,g0,0.0,,,
2025-02-01,0,61,0,61,g0,0.0,,,
2025-02-01,0,62,0,62,g0,0.0,,,
2025-02-01,0,63,0,63,g0,0.0,,,
2025-02-01,0,64,0,64,g0,0.0,,,
2025-02-01,0,65,0,65,g0,0.0,,,
2025-02-01,0,66,0,66,g0,0.0,,,
2025-02-01,0,67,0,67,g0,0.0,,,
2025-02-01,0,68,0,68,g0,0.0,,,
2025-02-01,0,69,0,69,g0,0.0,,,
2025-02-01,0,70,0,70,g0,0.0,,,
2025-02-01,0,71,0,71,g0,0.0,,,
2025-02-01,0,72,0,72,g0,386.0974529443188,,,
2025-02-01,0,73,0,73,g0,496.6470778579625,,,
2025-02-01,0,74,0,74,g0,0.0,,,
2025-02-01,0,75,0,75,g0,0.0,,,
2025-02-01,0,76,0,76,g0,332.0641429264291,,,
2025-02-01,0,77,0,77,g0,0.0,,,
2025-02-01,0,78,0,78,g0,0.0,,,
2025-02-01,0,79,0,79,g0,0.0,,,
2025-02-01,0,80,0,80,g0,0.0,,,
2025-02-01,0,81,0,81,g0,0.0,,,
2025-02-01,0,82,0,82,g0,0.0,,,
2025-02-01,0,83,0,83,g0,0.0,,,
2025-02-01,0,84,0,84,g0,0.0,,,
2025-02-01,0,85,0,85,g0,0.0,,,
2025-02-01,0,86,0,86,g0,0.0,,,
2025-02-01,0,87,0,87,g0,0.0,,,
2025-02-01,0,88,0,88,g0,0.0,,,
2025-02-01,0,89,0,89,g0,0.0,,,
2025-02-01,0,90,0,90,g0,0.0,,,
2025-02-01,0,91,0,91,g0,16.053535617118428,,,
2025-02-01,0,92,0,92,g0,68.92317268591785,,,
2025-02-01,0,93,0,93,g0,111.3566415386316,,,
2025-02-01,0,94,0,94,g0,143.8066349061982,,,
2025-02-01,0,95,0,95,g0,213.88779903490706,,,
2025-02-01,0,96,0,96,g0,250.6393489548417,,,
2025-02-01,0,97,0,97,g0,298.1177632475715,,,
2025-02-01,0,98,0,98,g0,355.87142045666155,,,
2025-02-01,0,99,0,99,g0,423.6785539747009,,,
2025-02-01,0,100,0,100,g0,457.14060745143036,,,
2025-02-01,0,101,0,101,g0,450.3629681607895,,,
2025-02-01,0,102,0,102,g0,431.93019379267014,,,
2025-02-01,0,103,0,103,g0,446.2180865913307,,,
2025-02-01,0,104,0,104,g0,469.28538464686653,,,
2025-02-01,0,105,0,105,g0,483.8571054594514,,,
2025-02-01,0,106,0,106,g0,453.0820505065514,,,
2025-02-01,0,107,0,107,g0,437.92954939915984,,,
2025-02-01,0,108,0,108,g0,0.0,,,
2025-02-01,0,109,0,109,g0,0.0,,,
2025-02-01,0,110,0,110,g0,0.0,,,
2025-02-01,0,111,0,111,g0,0.0,,,
2025-02-01,0,112,0,112,g0,0.0,,,
2025-02-01,0,113,0,113,g0,0.0,,,
2025-02-01,0,114,0,114,g0,0.0,,,
2025-02-01,0,115,0,115,g0,0.0,,,
2025-02-01,0,116,0,116,g0,0.0,,,
2025-02-01,0,117,0,117,g0,0.0,,,
2025-02-01,0,118,0,118,g0,0.0,,,
2025-02-01,0,119,0,119,g0,0.0,,,
2025-02-01,0,120,0,120,g0,0.0,,,
2025-02-01,0,121,0,121,g0,0.0,,,
2025-02-01,0,122,0,122,g0,0.0,,,
2025-02-01,0,123,0,123,g0,0.0,,,
2025-02-01,0,124,0,124,g0,0.0,,,
2025-02-01,0,125,0,125,g0,0.0,,,
2025-02-01,0,126,0,126,g0,450.4700447800024,,,
2025-02-01,0,127,0,127,g0,466.41784701555673,,,
2025-02-01,0,128,0,128,g0,482.00915074122247,,,
2025-02-01,0,129,0,129,g0,509.1393297636582,,,
2025-02-01,0,130,0,130,g0,485.38583311395706,,,
2025-02-01,0,131,0,131,g0,452.27482567214116,,,
2025-02-01,0,132,0,132,g0,1169.5367999597927,,,
2025-02-01,0,133,0,133,g0,1190.705043593162,,,
2025-02-01,0,134,0,134,g0,429.266118944538,,,
2025-02-01,0,135,0,135,g0,1180.8718719296367,,,
2025-02-01,0,136,0,136,g0,1195.8777629403717,,,
2025-02-01,0,137,0,137,g0,1146.8428428002999,,,
2025-02-01,0,138,0,138,g0,1146.4184659648397,,,
2025-02-01,0,139,0,139,g0,1185.7506440894742,,,
2025-02-01,0,140,0,140,g0,1193.1254798210152,,,
2025-02-01,0,141,0,141,g0,1174.9815658361035,,,
2025-02-01,0,142,0,142,g0,1186.023748094718,,,
2025-02-01,0,143,0,143,g0,1215.0448171486123,,,
2025-02-01,0,144,0,144,g0,1104.119750101321,,,
2025-02-01,6,1,0,37,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,2,0,38,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,3,0,39,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,4,0,40,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,5,0,41,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,6,0,42,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,7,0,43,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,8,0,44,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,9,0,45,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,10,0,46,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,11,0,47,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,12,0,48,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,13,0,49,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,14,0,50,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,15,0,51,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,16,0,52,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,17,0,53,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,18,0,54,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,19,0,55,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,20,0,56,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,21,0,57,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,22,0,58,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,23,0,59,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,24,0,60,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,25,0,61,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,26,0,62,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,27,0,63,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,28,0,64,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,29,0,65,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,30,0,66,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,31,0,67,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,32,0,68,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,33,0,69,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,34,0,70,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,35,0,71,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,36,0,72,a6,294.2362146288116,0.0,91.8612383155072,386.0974529443188
2025-02-01,6,37,0,73,a6,496.6470778579625,0.0,0.0,496.6470778579625
2025-02-01,6,38,0,74,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,39,0,75,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,40,0,76,a6,332.0641429264291,0.0,0.0,332.0641429264291
2025-02-01,6,41,0,77,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,42,0,78,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,43,0,79,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,44,0,80,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,45,0,81,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,46,0,82,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,47,0,83,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,48,0,84,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,49,0,85,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,50,0,86,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,51,0,87,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,52,0,88,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,53,0,89,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,54,0,90,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,55,0,91,a6,0.0,0.0,16.053535617118428,16.053535617118428
2025-02-01,6,56,0,92,a6,66.01778003241293,0.0,2.9053926535049186,68.92317268591785
2025-02-01,6,57,0,93,a6,108.4512488851268,0.0,2.905392653504805,111.3566415386316
2025-02-01,6,58,0,94,a6,140.90124225269346,0.0,2.905392653504748,143.8066349061982
2025-02-01,6,59,0,95,a6,203.8776442180966,0.0,10.010154816810456,213.88779903490706
2025-02-01,6,60,0,96,a6,239.97258785549536,0.0,10.666761099346331,250.6393489548417
2025-02-01,6,61,0,97,a6,298.1177632475715,0.0,0.0,298.1177632475715
2025-02-01,6,62,0,98,a6,355.87142045666155,0.0,0.0,355.87142045666155
2025-02-01,6,63,0,99,a6,413.790733381166,0.0,9.887820593534911,423.6785539747009
2025-02-01,6,64,0,100,a6,443.1206392384336,0.0,14.01996821299673,457.14060745143036
2025-02-01,6,65,0,101,a6,440.14944951870376,0.0,10.213518642085717,450.3629681607895
2025-02-01,6,66,0,102,a6,431.93019379267014,0.0,0.0,431.93019379267014
2025-02-01,6,67,0,103,a6,446.2180865913307,0.0,0.0,446.2180865913307
2025-02-01,6,68,0,104,a6,469.28538464686653,0.0,0.0,469.28538464686653
2025-02-01,6,69,0,105,a6,483.8571054594514,0.0,0.0,483.8571054594514
2025-02-01,6,70,0,106,a6,453.0820505065514,0.0,0.0,453.0820505065514
2025-02-01,6,71,0,107,a6,437.92954939915984,0.0,0.0,437.92954939915984
2025-02-01,6,72,0,108,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,73,0,109,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,74,0,110,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,75,0,111,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,76,0,112,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,77,0,113,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,78,0,114,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,79,0,115,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,80,0,116,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,81,0,117,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,82,0,118,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,83,0,119,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,84,0,120,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,85,0,121,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,86,0,122,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,87,0,123,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,88,0,124,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,89,0,125,a6,0.0,-0.0,0.0,0.0
2025-02-01,6,90,0,126,a6,450.4700447800024,0.0,0.0,450.4700447800024
2025-02-01,6,91,0,127,a6,466.41784701555673,0.0,0.0,466.41784701555673
2025-02-01,6,92,0,128,a6,482.00915074122247,0.0,0.0,482.00915074122247
2025-02-01,6,93,0,129,a6,509.1393297636582,0.0,0.0,509.1393297636582
2025-02-01,6,94,0,130,a6,485.38583311395706,0.0,0.0,485.38583311395706
2025-02-01,6,95,0,131,a6,452.27482567214116,0.0,0.0,452.27482567214116
2025-02-01,6,96,0,132,a6,1169.5367999597927,0.0,0.0,1169.5367999597927
2025-02-01,6,97,0,133,a6,1190.705043593162,0.0,0.0,1190.705043593162
2025-02-01,6,98,0,134,a6,429.266118944538,0.0,0.0,429.266118944538
2025-02-01,6,99,0,135,a6,1180.8718719296367,0.0,0.0,1180.8718719296367
2025-02-01,6,100,0,136,a6,1195.8777629403717,0.0,0.0,1195.8777629403717
2025-02-01,6,101,0,137,a6,1146.8428428002999,0.0,0.0,1146.8428428002999
2025-02-01,6,102,0,138,a6,1146.4184659648397,0.0,0.0,1146.4184659648397
2025-02-01,6,103,0,139,a6,1185.7506440894742,0.0,0.0,1185.7506440894742
2025-02-01,6,104,0,140,a6,1193.1254798210152,0.0,0.0,1193.1254798210152
2025-02-01,6,105,0,141,a6,1174.9815658361035,0.0,0.0,1174.9815658361035
2025-02-01,6,106,0,142,a6,1186.023748094718,0.0,0.0,1186.023748094718
2025-02-01,6,107,0,143,a6,1215.0448171486123,0.0,0.0,1215.0448171486123
2025-02-01,6,108,0,144,a6,1104.119750101321,0.0,0.0,1104.119750101321
2025-02-01,6,109,1,1,gtilde,579.1858531297873,,,
2025-02-01,6,110,1,2,gtilde,582.9859788487164,,,
2025-02-01,6,111,1,3,gtilde,599.6590901641803,,,
2025-02-01,6,112,1,4,gtilde,612.9490973848913,,,
2025-02-01,6,113,1,5,gtilde,626.8991484716453,,,
2025-02-01,6,114,1,6,gtilde,639.1845112324846,,,
2025-02-01,6,115,1,7,gtilde,629.8351741033065,,,
2025-02-01,6,116,1,8,gtilde,634.3431605122821,,,
2025-02-01,6,117,1,9,gtilde,641.4050364122112,,,
2025-02-01,6,118,1,10,gtilde,633.0769014730884,,,
2025-02-01,6,119,1,11,gtilde,626.3539249785686,,,
2025-02-01,6,120,1,12,gtilde,630.3752584963486,,,
2025-02-01,6,121,1,13,gtilde,637.1821203282494,,,
2025-02-01,6,122,1,14,gtilde,640.3310614879734,,,
2025-02-01,6,123,1,15,gtilde,653.653311122234,,,
2025-02-01,6,124,1,16,gtilde,630.186921434886,,,
2025-02-01,6,125,1,17,gtilde,653.2143594163973,,,
2025-02-01,6,126,1,18,gtilde,698.3108862475472,,,
2025-02-01,6,127,1,19,gtilde,661.1188852147981,,,
2025-02-01,6,128,1,20,gtilde,652.4725528031303,,,
2025-02-01,6,129,1,21,gtilde,685.343525711592,,,
2025-02-01,6,130,1,22,gtilde,659.6465048547626,,,
2025-02-01,6,131,1,23,gtilde,644.4412778935963,,,
2025-02-01,6,132,1,24,gtilde,669.6859489072981,,,
2025-02-01,6,133,1,25,gtilde,686.1122974408355,,,
2025-02-01,6,134,1,26,gtilde,698.7554429843855,,,
2025-02-01,6,135,1,27,gtilde,700.957090278063,,,
2025-02-01,6,136,1,28,gtilde,702.4993008176383,,,
2025-02-01,6,137,1,29,gtilde,669.5477327684703,,,
2025-02-01,6,138,1,30,gtilde,657.6240609277269,,,
2025-02-01,6,139,1,31,gtilde,688.2193599167676,,,
2025-02-01,6,140,1,32,gtilde,716.0317938540508,,,
2025-02-01,6,141,1,33,gtilde,735.9933969340901,,,
2025-02-01,6,142,1,34,gtilde,1483.5751368396968,,,
2025-02-01,6,143,1,35,gtilde,0.0,,,
2025-02-01,6,144,1,36,gtilde,107.72900038169678,,,
2025-02-01,12,1,0,73,a12,0.0,0.0,496.6470778579625,496.6470778579625
2025-02-01,12,2,0,74,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,3,0,75,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,4,0,76,a12,155.6007557489596,0.0,176.46338717746949,332.0641429264291
2025-02-01,12,5,0,77,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,6,0,78,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,7,0,79,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,8,0,80,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,9,0,81,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,10,0,82,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,11,0,83,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,12,0,84,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,13,0,85,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,14,0,86,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,15,0,87,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,16,0,88,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,17,0,89,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,18,0,90,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,19,0,91,a12,0.0,0.0,16.053535617118428,16.053535617118428
2025-02-01,12,20,0,92,a12,56.36035339537921,0.0,12.562819290538641,68.92317268591785
2025-02-01,12,21,0,93,a12,110.67207470447715,0.0,0.6845668341544524,111.3566415386316
2025-02-01,12,22,0,94,a12,140.48701618484114,0.0,3.319618721357074,143.8066349061982
2025-02-01,12,23,0,95,a12,185.36394408623204,0.0,28.523854948675023,213.88779903490706
2025-02-01,12,24,0,96,a12,223.72923127195529,0.0,26.91011768288641,250.6393489548417
2025-02-01,12,25,0,97,a12,298.1177632475715,0.0,0.0,298.1177632475715
2025-02-01,12,26,0,98,a12,355.87142045666155,0.0,0.0,355.87142045666155
2025-02-01,12,27,0,99,a12,423.6785539747009,0.0,0.0,423.6785539747009
2025-02-01,12,28,0,100,a12,451.36607364730014,0.0,5.774533804130215,457.14060745143036
2025-02-01,12,29,0,101,a12,439.0161438115417,0.0,11.346824349247754,450.3629681607895
2025-02-01,12,30,0,102,a12,431.93019379267014,0.0,0.0,431.93019379267014
2025-02-01,12,31,0,103,a12,446.2180865913307,0.0,0.0,446.2180865913307
2025-02-01,12,32,0,104,a12,469.28538464686653,0.0,0.0,469.28538464686653
2025-02-01,12,33,0,105,a12,483.8571054594514,0.0,0.0,483.8571054594514
2025-02-01,12,34,0,106,a12,453.0820505065514,0.0,0.0,453.0820505065514
2025-02-01,12,35,0,107,a12,437.92954939915984,0.0,0.0,437.92954939915984
2025-02-01,12,36,0,108,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,37,0,109,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,38,0,110,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,39,0,111,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,40,0,112,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,41,0,113,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,42,0,114,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,43,0,115,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,44,0,116,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,45,0,117,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,46,0,118,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,47,0,119,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,48,0,120,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,49,0,121,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,50,0,122,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,51,0,123,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,52,0,124,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,53,0,125,a12,0.0,-0.0,0.0,0.0
2025-02-01,12,54,0,126,a12,450.4700447800024,0.0,0.0,450.4700447800024
2025-02-01,12,55,0,127,a12,466.41784701555673,0.0,0.0,466.41784701555673
2025-02-01,12,56,0,128,a12,482.00915074122247,0.0,0.0,482.00915074122247
2025-02-01,12,57,0,129,a12,509.1393297636582,0.0,0.0,509.1393297636582
2025-02-01,12,58,0,130,a12,485.38583311395706,0.0,0.0,485.38583311395706
2025-02-01,12,59,0,131,a12,452.27482567214116,0.0,0.0,452.27482567214116
2025-02-01,12,60,0,132,a12,1169.5367999597927,0.0,0.0,1169.5367999597927
2025-02-01,12,61,0,133,a12,1190.705043593162,0.0,0.0,1190.705043593162
2025-02-01,12,62,0,134,a12,429.266118944538,0.0,0.0,429.266118944538
2025-02-01,12,63,0,135,a12,1180.8718719296367,0.0,0.0,1180.8718719296367
2025-02-01,12,64,0,136,a12,1195.8777629403717,0.0,0.0,1195.8777629403717
2025-02-01,12,65,0,137,a12,1146.8428428002999,0.0,0.0,1146.8428428002999
2025-02-01,12,66,0,138,a12,1146.4184659648397,0.0,0.0,1146.4184659648397
2025-02-01,12,67,0,139,a12,1185.7506440894742,0.0,0.0,1185.7506440894742
2025-02-01,12,68,0,140,a12,1193.1254798210152,0.0,0.0,1193.1254798210152
2025-02-01,12,69,0,141,a12,1174.9815658361035,0.0,0.0,1174.9815658361035
2025-02-01,12,70,0,142,a12,1186.023748094718,0.0,0.0,1186.023748094718
2025-02-01,12,71,0,143,a12,1215.0448171486123,0.0,0.0,1215.0448171486123
2025-02-01,12,72,0,144,a12,1104.119750101321,0.0,0.0,1104.119750101321
2025-02-01,12,73,1,1,gtilde,591.5735409906208,,,
2025-02-01,12,74,1,2,gtilde,604.8112787819912,,,
2025-02-01,12,75,1,3,gtilde,623.5602121582683,,,
2025-02-01,12,76,1,4,gtilde,611.1260187425393,,,
2025-02-01,12,77,1,5,gtilde,619.7628553513341,,,
2025-02-01,12,78,1,6,gtilde,641.6635856662105,,,
2025-02-01,12,79,1,7,gtilde,647.7429622093927,,,
2025-02-01,12,80,1,8,gtilde,652.6867847208412,,,
2025-02-01,12,81,1,9,gtilde,657.8173605554426,,,
2025-02-01,12,82,1,10,gtilde,650.9945003369819,,,
2025-02-01,12,83,1,11,gtilde,642.270295182728,,,
2025-02-01,12,84,1,12,gtilde,662.4994133542771,,,
2025-02-01,12,85,1,13,gtilde,641.290200905498,,,
2025-02-01,12,86,1,14,gtilde,640.9300289123056,,,
2025-02-01,12,87,1,15,gtilde,660.3784492869366,,,
2025-02-01,12,88,1,16,gtilde,630.186921434886,,,
2025-02-01,12,89,1,17,gtilde,654.7309472510942,,,
2025-02-01,12,90,1,18,gtilde,707.6823071748905,,,
2025-02-01,12,91,1,19,gtilde,684.8336481195443,,,
2025-02-01,12,92,1,20,gtilde,671.3223388983328,,,
2025-02-01,12,93,1,21,gtilde,704.4727183397988,,,
2025-02-01,12,94,1,22,gtilde,670.3619935233432,,,
2025-02-01,12,95,1,23,gtilde,654.8045624488624,,,
2025-02-01,12,96,1,24,gtilde,696.7890570625444,,,
2025-02-01,12,97,1,25,gtilde,695.2688517939392,,,
2025-02-01,12,98,1,26,gtilde,704.06243702208,,,
2025-02-01,12,99,1,27,gtilde,696.6430482914494,,,
2025-02-01,12,100,1,28,gtilde,706.5657295192221,,,
2025-02-01,12,101,1,29,gtilde,669.0152368368136,,,
2025-02-01,12,102,1,30,gtilde,667.795578624708,,,
2025-02-01,12,103,1,31,gtilde,689.1035749131937,,,
2025-02-01,12,104,1,32,gtilde,723.7024188448744,,,
2025-02-01,12,105,1,33,gtilde,754.0265799261927,,,
2025-02-01,12,106,1,34,gtilde,1485.5989676741947,,,
2025-02-01,12,107,1,35,gtilde,776.6792401943843,,,
2025-02-01,12,108,1,36,gtilde,865.101485248992,,,
2025-02-01,12,109,1,37,gtilde,111.77132393037323,,,
2025-02-01,12,110,1,38,gtilde,850.1064799138938,,,
2025-02-01,12,111,1,39,gtilde,865.80571096238,,,
2025-02-01,12,112,1,40,gtilde,892.3825562144407,,,
2025-02-01,12,113,1,41,gtilde,883.1501043037184,,,
2025-02-01,12,114,1,42,gtilde,821.6481724093362,,,
2025-02-01,12,115,1,43,gtilde,790.8700486032187,,,
2025-02-01,12,116,1,44,gtilde,757.4430084571936,,,
2025-02-01,12,117,1,45,gtilde,744.7498030367931,,,
2025-02-01,12,118,1,46,gtilde,1410.8943671631941,,,
2025-02-01,12,119,1,47,gtilde,723.97341722824,,,
2025-02-01,12,120,1,48,gtilde,93.03748567241769,,,
2025-02-01,12,121,1,49,gtilde,86.52149939148353,,,
2025-02-01,12,122,1,50,gtilde,40.53175708957349,,,
2025-02-01,12,123,1,51,gtilde,0.0,,,
2025-02-01,12,124,1,52,gtilde,0.0,,,
2025-02-01,12,125,1,53,gtilde,0.0,,,
2025-02-01,12,126,1,54,gtilde,0.0,,,
2025-02-01,12,127,1,55,gtilde,0.0,,,
2025-02-01,12,128,1,56,gtilde,0.0,,,
2025-02-01,12,129,1,57,gtilde,0.0,,,
2025-02-01,12,130,1,58,gtilde,420.18802684027196,,,
2025-02-01,12,131,1,59,gtilde,342.9051654294559,,,
2025-02-01,12,132,1,60,gtilde,0.0,,,
2025-02-01,12,133,1,61,gtilde,0.0,,,
2025-02-01,12,134,1,62,gtilde,185.422185403639,,,
2025-02-01,12,135,1,63,gtilde,172.1690786018379,,,
2025-02-01,12,136,1,64,gtilde,0.0,,,
2025-02-01,12,137,1,65,gtilde,231.8569298366158,,,
