date,t,g0_kwh,geff_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_soc_kwh,ana_charge_kwh,ana_discharge_kwh,ana_emergency_kwh,ana_unused_kwh,ana_soc_kwh
2025-09-27,13,449.1335144136667,449.1335144136667,16.3852144136672,0.0,4.547473508864641e-13,0.0,5459.505536824209,16.385214413666745,0.0,0.0,0.0,5459.505536824209
2025-09-27,14,411.63544399695775,411.63544399695775,0.0,28.60813933637519,3.410605131648481e-13,0.0,5427.718715339348,0.0,28.60813933637553,0.0,0.0,5427.718715339348
2025-09-27,15,403.1359071755709,403.1359071755709,0.0,44.85242615776233,7.815970093361102e-14,0.0,5377.8826862751675,0.0,44.85242615776241,0.0,0.0,5377.8826862751675
2025-09-27,16,423.41385639503443,423.41385639503443,0.42260639503486647,0.0,4.73676653456323e-13,0.0,5378.263032030699,0.4226063950343928,0.0,0.0,0.0,5378.263032030699
2025-09-27,17,438.8587535888821,438.8587535888821,26.79988692221539,0.0,0.0,8.881784197001252e-14,5402.382930260693,26.799886922215478,0.0,0.0,0.0,5402.382930260693
2025-09-27,18,417.85585453289906,417.85585453289906,0.0,22.777478800434075,1.9184653865522705e-13,0.0,5377.074620482433,0.0,22.777478800434267,0.0,0.0,5377.074620482433
2025-09-27,19,406.7901863785175,406.7901863785175,0.0,74.90458028814892,2.1316282072803006e-13,0.0,5293.847309051156,0.0,74.90458028814913,0.0,0.0,5293.847309051156
2025-09-27,20,423.9981269454147,423.9981269454147,0.0,45.51870638791888,0.0,2.2737367544323206e-13,5243.270968620135,0.0,45.518706387918655,0.0,0.0,5243.270968620135
2025-09-27,21,453.74875530969064,453.74875530969064,34.57375530969026,0.0,0.0,3.623767952376511e-13,5274.387348398856,34.573755309690625,0.0,0.0,0.0,5274.387348398856
2025-09-27,22,416.3128003178463,416.3128003178463,1.8584503178458867,0.0,0.0,4.6118664442929e-13,5276.059953684918,1.8584503178463478,0.0,0.0,0.0,5276.059953684918
2025-09-27,23,400.7140496397983,400.7140496397983,0.0,51.74163369353501,4.263256414560601e-14,0.0,5218.56924958099,0.0,51.74163369353505,0.0,0.0,5218.56924958099
2025-09-27,24,420.94940538676144,420.94940538676144,0.0,53.762261279905125,7.815970093361102e-14,0.0,5158.833403714429,0.0,53.7622612799052,0.0,0.0,5158.833403714429
2025-09-27,25,439.82102633868607,439.82102633868607,8.556959672019325,0.0,0.0,6.394884621840902e-14,5166.534667419246,8.556959672019389,0.0,0.0,0.0,5166.534667419246
2025-09-27,26,429.50545696689915,429.50545696689915,0.0,1.8639596997672017,3.1818991885756986e-13,0.0,5164.463601086171,0.0,1.8639596997675199,0.0,0.0,5164.463601086171
2025-09-27,27,394.78941399351993,394.78941399351993,0.0,82.82891933981364,0.0,2.2737367544323206e-13,5072.431468486378,0.0,82.82891933981341,0.0,0.0,5072.431468486378
2025-09-27,28,407.92625674612884,407.92625674612884,0.0,56.12259325387077,3.481659405224491e-13,0.0,5010.073031537633,0.0,56.122593253871116,0.0,0.0,5010.073031537633
2025-09-27,29,443.767265100721,443.767265100721,7.791548434053968,0.0,0.0,3.668176873361517e-13,5017.085425128282,7.791548434054334,0.0,0.0,0.0,5017.085425128282
2025-09-27,30,458.1373943046592,458.1373943046592,22.08072763799262,0.0,8.171241461241152e-14,0.0,5036.958080002475,22.08072763799254,0.0,0.0,0.0,5036.958080002475
2025-09-27,31,428.2777456912437,428.2777456912437,0.0,28.468420975423033,0.0,4.618527782440651e-14,5005.326501140894,0.0,28.468420975422987,0.0,0.0,5005.326501140894
2025-09-27,32,423.5268538081356,423.5268538081356,0.0,37.03469619186444,0.0,1.1368683772161603e-13,4964.176838705489,0.0,37.03469619186433,0.0,0.0,4964.176838705489
2025-09-27,33,436.3479329491265,436.3479329491265,0.0,19.96206705087343,5.684341886080802e-14,0.0,4941.9967642045185,0.0,19.962067050873486,0.0,0.0,4941.9967642045185
2025-09-27,34,604.7184299086846,604.7184299086846,124.49412990868444,0.0,0.0,1.7053025658242404e-13,5054.0414811223345,124.49412990868461,0.0,0.0,0.0,5054.0414811223345
