date,issue_hour,kind,initial_soc_kwh,objective_value,scenario_count,status,solve_seconds,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_delta_product_kwh2,max_simultaneous_product_kwh2,highs_max_primal_infeasibility,simplex_iterations,ipm_iterations,mip_gap
2025-02-01,0,original,6000.0,19734.533310183277,29,Optimal,0.4186751999950502,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,11112,0,
2025-02-01,6,rolling,10219.471498029336,20199.53881899413,28,Optimal,0.2972027999931015,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,9774,0,
2025-02-01,12,rolling,7010.0,33712.69732457918,28,Optimal,0.5033491999929538,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11167,0,
2025-02-02,0,original,10103.41568361399,52439.09210038394,30,Optimal,0.8203594999940833,False,False,2.2737367544323206e-11,2.546585164964199e-11,0.0,0.0,3.772981926886132e-12,13499,0,
2025-02-02,6,rolling,10800.0,51551.3449286826,29,Optimal,0.5182682000013301,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11379,0,
2025-02-02,12,rolling,7920.0,53174.90522143546,29,Optimal,0.598780500004068,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11998,0,
2025-02-03,0,original,10332.501101380547,49839.99145313791,30,Optimal,0.7178008000046248,False,False,7.105427357601002e-12,1.9099388737231493e-11,0.0,0.0,0.0,12965,0,
2025-02-03,6,rolling,10678.052359862271,49025.38997318096,30,Optimal,0.539014900001348,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11715,0,
2025-02-03,12,rolling,7283.018582291602,50933.53410063149,30,Optimal,0.6589922999992268,False,False,2.4158453015843406e-13,1.0231815394945443e-12,0.0,0.0,2.2737367544323206e-13,12342,0,
2025-02-04,0,original,9832.0586103798,50221.26007423991,30,Optimal,0.8165727000014158,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,14183,0,
2025-02-04,6,rolling,10787.155847464914,49152.47123274713,30,Optimal,0.417574400009471,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11808,0,
2025-02-04,12,rolling,6577.028778820207,50439.40088114772,30,Optimal,0.5644559000065783,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11941,0,
2025-02-05,0,original,9541.634216051414,49825.842272367045,30,Optimal,0.8270874000008916,False,False,1.1368683772161603e-13,3.723243935382925e-12,0.0,0.0,0.0,13698,0,
2025-02-05,6,rolling,10206.33421358851,49656.73718033104,30,Optimal,0.4097831999970367,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11697,0,
2025-02-05,12,rolling,5897.576245905844,52042.64834397085,30,Optimal,0.5249578000075417,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11838,0,
2025-02-06,0,original,9849.619667284014,50588.202655730114,30,Optimal,0.9499275999987731,False,False,1.1368683772161603e-13,6.480149750132114e-12,0.0,0.0,0.0,15252,0,
2025-02-06,6,rolling,10682.428947727947,47074.38523185299,30,Optimal,0.4715788000030443,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,1.1368683772161603e-13,11412,0,
2025-02-06,12,rolling,7753.38530921848,38250.46233645991,30,Optimal,0.44372440000006463,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11397,0,
2025-02-07,0,original,9973.744980389165,16988.910937825494,30,Optimal,0.43825700000161305,False,False,1.1368683772161603e-13,3.8760106235713465e-12,0.0,0.0,0.0,11336,0,
2025-02-07,6,rolling,9804.50411253497,17011.754371312712,30,Optimal,0.316013199990266,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,10301,0,
2025-02-07,12,rolling,6960.0,17586.354341303664,30,Optimal,0.41025689999514725,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,10906,0,
2025-02-08,0,original,10215.237425444117,14785.947019805122,30,Optimal,0.28281540000170935,False,False,3.126388037344441e-11,1.7415402453480056e-11,0.0,0.0,0.0,10888,0,
2025-02-08,6,rolling,8658.907459483817,18278.011349264336,30,Optimal,0.27293140000256244,False,False,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,10186,0,
2025-02-08,12,rolling,6550.0,30169.943010617542,30,Optimal,0.494286999994074,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,5.6843418860808015e-12,11663,0,
2025-02-09,0,original,9634.230007374495,48378.16437984953,30,Optimal,0.883881100002327,False,False,1.1368683772161603e-13,2.0463630789890885e-12,0.0,0.0,0.0,13382,0,
2025-02-09,6,rolling,10745.90425577099,47546.293267529545,30,Optimal,0.4656971000076737,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1.1368683772161603e-13,11454,0,
2025-02-09,12,rolling,6501.647073654436,49407.89437966975,30,Optimal,0.5106781000067713,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,11727,0,
