issue_date,issue_hour,window_position,absolute_date,absolute_t,pv_formal_kwh,pv_historical_kwh,actual_pv_kwh,error_formal_kwh,error_historical_kwh
2025-01-12,12,14,2025-01-12,86,666.4837083333333,643.9415851851852,698.2485499999999,31.764841666666598,54.306964814814705
2025-01-12,12,15,2025-01-12,87,666.4837083333333,607.6007575757575,666.0625,-0.4212083333333112,58.461742424242516
2025-01-12,12,16,2025-01-12,88,666.4837083333333,575.1245462962963,643.9336999999999,-22.55000833333338,68.8091537037036
2025-01-12,12,17,2025-01-12,89,666.4837083333333,546.568944949495,604.9411666666666,-61.54254166666669,58.37222171717167
2025-01-12,12,18,2025-01-12,90,666.4837083333333,517.4972222222221,547.99375,-118.48995833333333,30.49652777777783
2025-01-12,12,19,2025-01-12,91,422.407025,480.1671865319865,499.25874999999996,76.85172499999999,19.091563468013476
2025-01-12,12,20,2025-01-12,92,422.407025,447.8167085858586,459.91634999999997,37.50932499999999,12.099641414141388
2025-01-12,12,21,2025-01-12,93,422.407025,420.85258838383834,421.41874999999993,-0.9882750000000442,0.5661616161615939
2025-01-12,12,22,2025-01-12,94,422.407025,384.7171242424243,376.03391666666664,-46.373108333333334,-8.683207575757649
2025-01-12,12,23,2025-01-12,95,422.407025,337.9389735690236,331.30505,-91.10197499999998,-6.63392356902358
2025-01-12,12,24,2025-01-12,96,422.407025,288.3419823232323,288.5875,-133.819525,0.24551767676769032
2025-01-12,12,25,2025-01-12,97,151.04923333333332,244.75703653198653,240.9935833333333,89.94434999999999,-3.763453198653224
2025-01-12,12,26,2025-01-12,98,151.04923333333332,197.33789696969697,188.9808,37.93156666666667,-8.357096969696983
2025-01-12,12,27,2025-01-12,99,151.04923333333332,144.92651515151513,138.44375,-12.605483333333325,-6.482765151515139
2025-01-12,12,28,2025-01-12,100,151.04923333333332,96.51583888888888,94.98974999999999,-56.05948333333333,-1.5260888888888928
2025-01-12,12,29,2025-01-12,101,151.04923333333332,48.718598148148146,50.01395,-101.03528333333333,1.295351851851855
2025-01-12,12,30,2025-01-12,102,151.04923333333332,10.863446969696968,11.768749999999999,-139.2804833333333,0.9053030303030312
2025-01-12,12,31,2025-01-12,103,5.901983333333334,0.0,0.12011666666666666,-5.781866666666667,0.12011666666666666
2025-01-12,12,32,2025-01-12,104,5.901983333333334,0.18816010101010103,0.12493333333333334,-5.777050000000001,-0.06322676767676769
2025-01-12,12,33,2025-01-12,105,5.901983333333334,0.0,0.0,-5.901983333333334,0.0
2025-01-12,12,34,2025-01-12,106,5.901983333333334,0.0,0.0,-5.901983333333334,0.0
2025-01-12,12,35,2025-01-12,107,5.901983333333334,0.013508922558922555,0.008966666666666666,-5.893016666666667,-0.004542255892255889
2025-01-12,12,36,2025-01-12,108,5.901983333333334,0.0,0.0,-5.901983333333334,0.0
2025-01-12,12,37,2025-01-12,109,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,38,2025-01-12,110,0.0,0.0009666666666666662,0.00065,0.00065,-0.00031666666666666627
2025-01-12,12,39,2025-01-12,111,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,40,2025-01-12,112,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,41,2025-01-12,113,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,42,2025-01-12,114,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,43,2025-01-12,115,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,44,2025-01-12,116,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,45,2025-01-12,117,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,46,2025-01-12,118,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,47,2025-01-12,119,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,48,2025-01-12,120,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,49,2025-01-12,121,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,50,2025-01-12,122,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,51,2025-01-12,123,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,52,2025-01-12,124,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,53,2025-01-12,125,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,54,2025-01-12,126,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,55,2025-01-12,127,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,56,2025-01-12,128,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,57,2025-01-12,129,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,58,2025-01-12,130,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,59,2025-01-12,131,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,60,2025-01-12,132,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,61,2025-01-12,133,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,62,2025-01-12,134,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,63,2025-01-12,135,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,64,2025-01-12,136,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,65,2025-01-12,137,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,66,2025-01-12,138,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,67,2025-01-12,139,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,68,2025-01-12,140,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,69,2025-01-12,141,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,70,2025-01-12,142,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,71,2025-01-12,143,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,72,2025-01-12,144,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,73,2025-01-13,1,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,74,2025-01-13,2,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,75,2025-01-13,3,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,76,2025-01-13,4,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,77,2025-01-13,5,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,78,2025-01-13,6,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,79,2025-01-13,7,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,80,2025-01-13,8,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,81,2025-01-13,9,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,82,2025-01-13,10,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,83,2025-01-13,11,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,84,2025-01-13,12,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,85,2025-01-13,13,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,86,2025-01-13,14,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,87,2025-01-13,15,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,88,2025-01-13,16,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,89,2025-01-13,17,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,90,2025-01-13,18,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,91,2025-01-13,19,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,92,2025-01-13,20,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,93,2025-01-13,21,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,94,2025-01-13,22,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,95,2025-01-13,23,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,96,2025-01-13,24,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,97,2025-01-13,25,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,98,2025-01-13,26,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,99,2025-01-13,27,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,100,2025-01-13,28,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,101,2025-01-13,29,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,102,2025-01-13,30,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,103,2025-01-13,31,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,104,2025-01-13,32,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,105,2025-01-13,33,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,106,2025-01-13,34,0.0,0.0011274540274540273,0.0,0.0,-0.0011274540274540273
2025-01-12,12,107,2025-01-13,35,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,108,2025-01-13,36,0.0,0.0,0.0,0.0,0.0
2025-01-12,12,109,2025-01-13,37,6.672441666666667,0.015727855477855473,0.0,-6.672441666666667,-0.015727855477855473
2025-01-12,12,110,2025-01-13,38,6.672441666666667,0.0,0.00018333333333333334,-6.672258333333334,0.00018333333333333334
2025-01-12,12,111,2025-01-13,39,6.672441666666667,0.0,0.0,-6.672441666666667,0.0
2025-01-12,12,112,2025-01-13,40,6.672441666666667,0.2190073297073296,0.0,-6.672441666666667,-0.2190073297073296
2025-01-12,12,113,2025-01-13,41,6.672441666666667,0.0,0.49016666666666664,-6.182275000000001,0.49016666666666664
2025-01-12,12,114,2025-01-13,42,6.672441666666667,10.35430264180264,13.162499999999998,6.490058333333331,2.808197358197358
2025-01-12,12,115,2025-01-13,43,143.59284166666666,47.19053080808081,52.51173333333333,-91.08110833333333,5.321202525252524
2025-01-12,12,116,2025-01-13,44,143.59284166666666,91.9323778036778,100.66598333333333,-42.92685833333333,8.733605529655534
2025-01-12,12,117,2025-01-13,45,143.59284166666666,135.87269327894327,147.33124999999998,3.738408333333325,11.45855672105671
2025-01-12,12,118,2025-01-13,46,143.59284166666666,184.8225046361046,197.68866666666668,54.09582500000002,12.866162030562066
2025-01-12,12,119,2025-01-13,47,143.59284166666666,230.09999606319607,255.27338333333333,111.68054166666667,25.173387270137255
2025-01-12,12,120,2025-01-13,48,143.59284166666666,272.54527972027967,314.375,170.78215833333334,41.829720279720334
2025-01-12,12,121,2025-01-13,49,426.5260666666666,323.07300725200724,365.3732,-61.152866666666625,42.30019274799275
2025-01-12,12,122,2025-01-13,50,426.5260666666666,379.4607045066045,416.9935833333333,-9.532483333333346,37.53287882672879
2025-01-12,12,123,2025-01-13,51,426.5260666666666,434.89057886557885,467.7125,41.186433333333355,32.82192113442113
2025-01-12,12,124,2025-01-13,52,426.5260666666666,483.4565382413882,508.50246666666663,81.97640000000001,25.04592842527842
2025-01-12,12,125,2025-01-13,53,426.5260666666666,527.4940518259519,558.5020666666667,131.97600000000006,31.008014840714736
2025-01-12,12,126,2025-01-13,54,426.5260666666666,569.9783993783993,608.9625,182.43643333333335,38.984100621600646
2025-01-12,12,127,2025-01-13,55,684.12295,610.4814944703445,630.4581499999999,-53.664800000000014,19.97665552965543
2025-01-12,12,128,2025-01-13,56,684.12295,641.3261164335664,650.25065,-33.872299999999996,8.924533566433524
2025-01-12,12,129,2025-01-13,57,684.12295,667.3864073426573,687.925,3.8020500000000084,20.538592657342633
2025-01-12,12,130,2025-01-13,58,684.12295,702.4240682595182,737.3714666666666,53.24851666666666,34.9473984071484
2025-01-12,12,131,2025-01-13,59,684.12295,738.3397678710178,779.5012166666667,95.37826666666672,41.16144879564888
2025-01-12,12,132,2025-01-13,60,684.12295,760.9589209401707,811.88125,127.75830000000008,50.92232905982928
2025-01-12,12,133,2025-01-13,61,896.6884916666668,766.1656380989381,847.5726333333333,-49.11585833333345,81.40699523439525
2025-01-12,12,134,2025-01-13,62,896.6884916666668,790.2892865190364,883.2929,-13.395591666666746,93.00361348096362
2025-01-12,12,135,2025-01-13,63,896.6884916666668,843.4045308857808,918.40625,21.717758333333222,75.00171911421921
2025-01-12,12,136,2025-01-13,64,896.6884916666668,901.997633216783,950.3488333333332,53.660341666666454,48.35120011655022
2025-01-12,12,137,2025-01-13,65,896.6884916666668,953.6895938098937,943.7051833333333,47.016691666666475,-9.98441047656047
2025-01-12,12,138,2025-01-13,66,896.6884916666668,989.3946581196581,915.1625,18.474008333333245,-74.23215811965804
2025-01-12,12,139,2025-01-13,67,967.3983083333333,1003.0452138306136,928.13805,-39.26025833333324,-74.90716383061363
2025-01-12,12,140,2025-01-13,68,967.3983083333333,1000.2823441983941,988.9003833333333,21.50207499999999,-11.381960865060819
2025-01-12,12,141,2025-01-13,69,967.3983083333333,991.3993346930846,1031.85,64.45169166666665,40.45066530691531
2025-01-12,12,142,2025-01-13,70,967.3983083333333,986.5802042864542,984.1183666666667,16.72005833333344,-2.4618376197875023
2025-01-12,12,143,2025-01-13,71,967.3983083333333,988.1631864542865,965.3181999999999,-2.080108333333328,-22.844986454286527
2025-01-12,12,144,2025-01-13,72,967.3983083333333,985.0403311965811,1004.7749999999999,37.3766916666666,19.7346688034188
2025-01-12,18,1,2025-01-12,109,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,2,2025-01-12,110,0.0,0.0009666666666666662,0.00065,0.00065,-0.00031666666666666627
2025-01-12,18,3,2025-01-12,111,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,4,2025-01-12,112,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,5,2025-01-12,113,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,6,2025-01-12,114,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,7,2025-01-12,115,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,8,2025-01-12,116,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,9,2025-01-12,117,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,10,2025-01-12,118,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,11,2025-01-12,119,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,12,2025-01-12,120,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,13,2025-01-12,121,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,14,2025-01-12,122,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,15,2025-01-12,123,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,16,2025-01-12,124,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,17,2025-01-12,125,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,18,2025-01-12,126,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,19,2025-01-12,127,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,20,2025-01-12,128,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,21,2025-01-12,129,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,22,2025-01-12,130,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,23,2025-01-12,131,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,24,2025-01-12,132,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,25,2025-01-12,133,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,26,2025-01-12,134,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,27,2025-01-12,135,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,28,2025-01-12,136,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,29,2025-01-12,137,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,30,2025-01-12,138,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,31,2025-01-12,139,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,32,2025-01-12,140,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,33,2025-01-12,141,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,34,2025-01-12,142,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,35,2025-01-12,143,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,36,2025-01-12,144,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,37,2025-01-13,1,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,38,2025-01-13,2,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,39,2025-01-13,3,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,40,2025-01-13,4,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,41,2025-01-13,5,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,42,2025-01-13,6,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,43,2025-01-13,7,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,44,2025-01-13,8,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,45,2025-01-13,9,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,46,2025-01-13,10,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,47,2025-01-13,11,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,48,2025-01-13,12,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,49,2025-01-13,13,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,50,2025-01-13,14,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,51,2025-01-13,15,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,52,2025-01-13,16,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,53,2025-01-13,17,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,54,2025-01-13,18,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,55,2025-01-13,19,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,56,2025-01-13,20,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,57,2025-01-13,21,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,58,2025-01-13,22,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,59,2025-01-13,23,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,60,2025-01-13,24,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,61,2025-01-13,25,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,62,2025-01-13,26,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,63,2025-01-13,27,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,64,2025-01-13,28,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,65,2025-01-13,29,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,66,2025-01-13,30,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,67,2025-01-13,31,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,68,2025-01-13,32,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,69,2025-01-13,33,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,70,2025-01-13,34,0.0,0.0011274540274540273,0.0,0.0,-0.0011274540274540273
2025-01-12,18,71,2025-01-13,35,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,72,2025-01-13,36,0.0,0.0,0.0,0.0,0.0
2025-01-12,18,73,2025-01-13,37,6.263233333333333,0.015727855477855473,0.0,-6.263233333333333,-0.015727855477855473
2025-01-12,18,74,2025-01-13,38,6.263233333333333,0.0,0.00018333333333333334,-6.26305,0.00018333333333333334
2025-01-12,18,75,2025-01-13,39,6.263233333333333,0.0,0.0,-6.263233333333333,0.0
2025-01-12,18,76,2025-01-13,40,6.263233333333333,0.2190073297073296,0.0,-6.263233333333333,-0.2190073297073296
2025-01-12,18,77,2025-01-13,41,6.263233333333333,0.0,0.49016666666666664,-5.773066666666667,0.49016666666666664
2025-01-12,18,78,2025-01-13,42,6.263233333333333,10.35430264180264,13.162499999999998,6.899266666666665,2.808197358197358
2025-01-12,18,79,2025-01-13,43,148.67778333333334,47.19053080808081,52.51173333333333,-96.16605000000001,5.321202525252524
2025-01-12,18,80,2025-01-13,44,148.67778333333334,91.9323778036778,100.66598333333333,-48.01180000000001,8.733605529655534
2025-01-12,18,81,2025-01-13,45,148.67778333333334,135.87269327894327,147.33124999999998,-1.3465333333333547,11.45855672105671
2025-01-12,18,82,2025-01-13,46,148.67778333333334,184.8225046361046,197.68866666666668,49.01088333333334,12.866162030562066
2025-01-12,18,83,2025-01-13,47,148.67778333333334,230.09999606319607,255.27338333333333,106.59559999999999,25.173387270137255
2025-01-12,18,84,2025-01-13,48,148.67778333333334,272.54527972027967,314.375,165.69721666666666,41.829720279720334
2025-01-12,18,85,2025-01-13,49,426.80019999999996,323.07300725200724,365.3732,-61.426999999999964,42.30019274799275
2025-01-12,18,86,2025-01-13,50,426.80019999999996,379.4607045066045,416.9935833333333,-9.806616666666685,37.53287882672879
2025-01-12,18,87,2025-01-13,51,426.80019999999996,434.89057886557885,467.7125,40.912300000000016,32.82192113442113
2025-01-12,18,88,2025-01-13,52,426.80019999999996,483.4565382413882,508.50246666666663,81.70226666666667,25.04592842527842
2025-01-12,18,89,2025-01-13,53,426.80019999999996,527.4940518259519,558.5020666666667,131.70186666666672,31.008014840714736
2025-01-12,18,90,2025-01-13,54,426.80019999999996,569.9783993783993,608.9625,182.16230000000002,38.984100621600646
2025-01-12,18,91,2025-01-13,55,593.6577166666667,610.4814944703445,630.4581499999999,36.80043333333322,19.97665552965543
2025-01-12,18,92,2025-01-13,56,593.6577166666667,641.3261164335664,650.25065,56.592933333333235,8.924533566433524
2025-01-12,18,93,2025-01-13,57,593.6577166666667,667.3864073426573,687.925,94.26728333333324,20.538592657342633
2025-01-12,18,94,2025-01-13,58,593.6577166666667,702.4240682595182,737.3714666666666,143.7137499999999,34.9473984071484
2025-01-12,18,95,2025-01-13,59,593.6577166666667,738.3397678710178,779.5012166666667,185.84349999999995,41.16144879564888
2025-01-12,18,96,2025-01-13,60,593.6577166666667,760.9589209401707,811.88125,218.2235333333333,50.92232905982928
2025-01-12,18,97,2025-01-13,61,780.8391750000001,766.1656380989381,847.5726333333333,66.73345833333326,81.40699523439525
2025-01-12,18,98,2025-01-13,62,780.8391750000001,790.2892865190364,883.2929,102.45372499999996,93.00361348096362
2025-01-12,18,99,2025-01-13,63,780.8391750000001,843.4045308857808,918.40625,137.56707499999993,75.00171911421921
2025-01-12,18,100,2025-01-13,64,780.8391750000001,901.997633216783,950.3488333333332,169.50965833333316,48.35120011655022
2025-01-12,18,101,2025-01-13,65,780.8391750000001,953.6895938098937,943.7051833333333,162.86600833333318,-9.98441047656047
2025-01-12,18,102,2025-01-13,66,780.8391750000001,989.3946581196581,915.1625,134.32332499999995,-74.23215811965804
2025-01-12,18,103,2025-01-13,67,983.2568333333334,1003.0452138306136,928.13805,-55.11878333333334,-74.90716383061363
2025-01-12,18,104,2025-01-13,68,983.2568333333334,1000.2823441983941,988.9003833333333,5.643549999999891,-11.381960865060819
2025-01-12,18,105,2025-01-13,69,983.2568333333334,991.3993346930846,1031.85,48.59316666666655,40.45066530691531
2025-01-12,18,106,2025-01-13,70,983.2568333333334,986.5802042864542,984.1183666666667,0.861533333333341,-2.4618376197875023
2025-01-12,18,107,2025-01-13,71,983.2568333333334,988.1631864542865,965.3181999999999,-17.938633333333428,-22.844986454286527
2025-01-12,18,108,2025-01-13,72,983.2568333333334,985.0403311965811,1004.7749999999999,21.518166666666502,19.7346688034188
2025-01-12,18,109,2025-01-13,73,1066.8932083333332,963.7768885651384,1018.2686166666667,-48.62459166666645,54.49172810152834
2025-01-12,18,110,2025-01-13,74,1066.8932083333332,946.5486385521885,1022.2801833333333,-44.61302499999988,75.73154478114475
2025-01-12,18,111,2025-01-13,75,1066.8932083333332,943.0493104118104,1031.59375,-35.29945833333318,88.54443958818956
2025-01-12,18,112,2025-01-13,76,1066.8932083333332,944.5023269489769,1034.9745166666667,-31.91869166666652,90.47218971768973
2025-01-12,18,113,2025-01-13,77,1066.8932083333332,953.4424845376844,1030.82445,-36.06875833333311,77.38196546231563
2025-01-12,18,114,2025-01-13,78,1066.8932083333332,956.1261849261847,1022.8062499999999,-44.086958333333314,66.68006507381517
2025-01-12,18,115,2025-01-13,79,994.6822249999999,930.5987762626262,1013.2864833333333,18.604258333333405,82.68770707070712
2025-01-12,18,116,2025-01-13,80,994.6822249999999,898.079735301735,990.0391833333333,-4.643041666666591,91.9594480315983
2025-01-12,18,117,2025-01-13,81,994.6822249999999,860.0494075369074,954.225,-40.45722499999988,94.17559246309258
2025-01-12,18,118,2025-01-13,82,994.6822249999999,802.2230589614089,917.5051,-77.17712499999993,115.28204103859105
2025-01-12,18,119,2025-01-13,83,994.6822249999999,767.4295374255373,866.6378500000001,-128.04437499999983,99.20831257446275
2025-01-12,18,120,2025-01-13,84,994.6822249999999,749.2409479409478,812.5874999999999,-182.09472500000004,63.3465520590521
2025-01-12,18,121,2025-01-13,85,753.0037416666668,697.9409724812223,783.2975333333334,30.293791666666607,85.3565608521111
2025-01-12,18,122,2025-01-13,86,753.0037416666668,644.6634995208493,753.1061333333333,0.10239166666656274,108.44263381248402
2025-01-12,18,123,2025-01-13,87,753.0037416666668,607.6068327505826,704.31875,-48.68499166666675,96.71191724941741
2025-01-12,18,124,2025-01-13,88,753.0037416666668,574.4585155270655,644.1768666666667,-108.82687500000009,69.71835113960117
2025-01-12,18,125,2025-01-13,89,753.0037416666668,545.8602004273505,592.2872666666666,-160.71647500000017,46.427066239316105
2025-01-12,18,126,2025-01-13,90,753.0037416666668,516.9022484459983,558.4124999999999,-194.59124166666686,41.51025155400157
2025-01-12,18,127,2025-01-13,91,466.70530833333333,479.1333036648536,534.9606,68.25529166666666,55.8272963351464
2025-01-12,18,128,2025-01-13,92,466.70530833333333,445.81032082362077,496.9940833333333,30.288774999999987,51.18376250971255
2025-01-12,18,129,2025-01-13,93,466.70530833333333,418.14957264957263,444.59999999999997,-22.10530833333337,26.450427350427333
2025-01-12,18,130,2025-01-13,94,466.70530833333333,382.53029207459207,399.8399333333333,-66.86537500000003,17.309641258741237
2025-01-12,18,131,2025-01-13,95,466.70530833333333,336.5341664594664,356.10816666666665,-110.59714166666669,19.574000207200243
2025-01-12,18,132,2025-01-13,96,466.70530833333333,287.04775155400154,306.59999999999997,-160.10530833333337,19.55224844599843
2025-01-12,18,133,2025-01-13,97,159.37170833333334,242.8387428256928,252.4896333333333,93.11792499999996,9.650890507640497
2025-01-12,18,134,2025-01-13,98,159.37170833333334,195.46988216783217,197.63353333333333,38.26182499999999,2.1636511655011645
2025-01-12,18,135,2025-01-13,99,159.37170833333334,143.84845571095568,144.70624999999998,-14.665458333333362,0.8577942890443069
2025-01-12,18,136,2025-01-13,100,159.37170833333334,95.73902059052058,94.4699,-64.90180833333335,-1.2691205905205862
2025-01-12,18,137,2025-01-13,101,159.37170833333334,48.15026667961668,47.488749999999996,-111.88295833333335,-0.6615166796166818
2025-01-12,18,138,2025-01-13,102,159.37170833333334,10.638884032634031,12.55625,-146.81545833333334,1.9173659673659689
2025-01-12,18,139,2025-01-13,103,6.191400000000001,0.0,0.7821666666666666,-5.409233333333334,0.7821666666666666
2025-01-12,18,140,2025-01-13,104,6.191400000000001,0.19876954156954155,0.0,-6.191400000000001,-0.19876954156954155
2025-01-12,18,141,2025-01-13,105,6.191400000000001,0.0,0.0,-6.191400000000001,0.0
2025-01-12,18,142,2025-01-13,106,6.191400000000001,0.0,0.022766666666666664,-6.168633333333334,0.022766666666666664
2025-01-12,18,143,2025-01-13,107,6.191400000000001,0.014269878269878267,0.0,-6.191400000000001,-0.014269878269878267
2025-01-12,18,144,2025-01-13,108,6.191400000000001,0.0,0.0,-6.191400000000001,0.0
2025-01-13,0,1,2025-01-13,1,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,2,2025-01-13,2,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,3,2025-01-13,3,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,4,2025-01-13,4,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,5,2025-01-13,5,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,6,2025-01-13,6,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,7,2025-01-13,7,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,8,2025-01-13,8,0.0,0.0,0.0,0.0,0.0
2025-01-13,0,9,2025-01-13,9,0.0,0.0,0.0,0.0,0.0
