target_date,initial_soc_kwh,objective_value,plan_energy_kwh,plan_cost_yuan,scenario_count,status,solve_seconds,highs_objective,highs_max_primal_infeasibility,highs_num_primal_infeasibilities,simplex_iterations,ipm_iterations,mip_gap,tiebreak_used,binary_fallback_used,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_product_kwh2,min_variable_value_kwh,min_soc_kwh,max_soc_kwh,max_charge_kwh,max_discharge_kwh,purpose
2025-04-10,9720.739403735792,34105.06186195893,62973.23387000613,38086.425558184346,30,Optimal,0.5922074999980396,34105.06186195891,0.0,0,12553,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-11,10286.2958265048,9780.499640548416,28759.103508355045,14442.534983813903,30,Optimal,0.23978649999480695,9780.499640548425,0.0,0,9879,0,,False,False,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,1200.0,10800.0,833.3333333333334,747.9476244978084,formal_output
2025-04-12,10311.266792167575,9428.723923182157,28351.017401188845,14099.90004346884,30,Optimal,0.24046800000360236,9428.723923182157,0.0,0,9719,0,,False,False,2.2737367544323206e-13,1.6484591469634324e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,704.5091001759799,formal_output
2025-04-13,9907.871332873736,31782.33628179505,59204.78964960345,35802.25319095436,30,Optimal,0.5232508000044618,31782.336281795055,0.0,0,12475,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-14,10290.953464424883,31698.32949891273,59135.43821375376,35692.81964039782,30,Optimal,0.5115615999966394,31698.329498912753,1.0913936421275139e-11,0,12239,0,,False,False,3.609557097661309e-12,1.3741896509600338e-11,0.0,0.0,1200.0,10800.000000000011,833.3333333333334,833.3333333333334,formal_output
2025-04-15,10117.535091973783,31200.24141846684,58709.32361988297,35240.901537027734,30,Optimal,0.5457400000013877,31200.241418466834,0.0,0,12363,0,,False,False,4.462208380573429e-12,3.609557097661309e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-16,9829.982763816044,30362.313329272038,56970.133357209794,34473.14432501831,30,Optimal,0.5061243999953149,30362.31332927203,0.0,0,12171,0,,False,False,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-17,9402.133345409558,31973.425560449472,60060.98603765902,35971.384876434844,30,Optimal,0.5163428000087151,31973.425560449414,0.0,0,12317,0,,False,False,2.2737367544323206e-13,4.2525982735242e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-18,10233.15399655417,9082.123688336509,27724.188267215883,13732.686860439064,30,Optimal,0.2221261999948183,9082.123688336509,0.0,0,9724,0,,False,False,1.1368683772161603e-13,1.4210854715202004e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
2025-04-19,10615.680105292127,8486.474707018295,26783.612459862998,13135.710665752784,30,Optimal,0.2361281999910716,8486.474707018304,0.0,0,9607,0,,False,False,1.1368683772161603e-13,1.4050982599655981e-12,0.0,0.0,1200.0,10800.0,833.3333333333334,833.3333333333334,formal_output
