date,t,source_right_end_label,physical_interval,price_yuan_per_kwh,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,plan_grid_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,analytical_charge_kwh,analytical_discharge_kwh,analytical_emergency_kwh,analytical_unused_kwh,analytical_end_soc_kwh
2025-09-08,36,06:00,5:50-6:00,0.9099,808.14,46.856249999999996,788.3044731009596,43.33238636363635,0.0,0.0,761.2837499999993,0.0,0.0,9367.376688701901,0.0,761.2837499999999,0.0,0.0,9367.376688701901
2025-09-08,37,06:10,6:00-6:10,0.9368,839.1555666666666,92.81716666666667,808.4257677842825,90.20897035353532,0.0,0.0,746.3384,0.0,0.0,8538.111799813012,0.0,746.3383999999999,0.0,0.0,8538.111799813012
2025-09-08,38,06:20,6:10-6:20,0.8758,807.6317333333333,147.15916666666666,785.6394767633002,141.78133525252522,0.0,0.0,660.4725666666662,0.0,0.0,7804.253392405605,0.0,660.4725666666666,0.0,0.0,7804.253392405605
2025-09-08,39,06:30,6:20-6:30,0.8759,777.3766666666667,205.29375,785.4432880820148,196.0305871212121,0.0,0.0,572.0829166666664,0.0,0.0,7168.60570722042,0.0,572.0829166666667,0.0,0.0,7168.60570722042
2025-09-08,40,06:40,6:30-6:40,0.8601,793.3159166666666,259.97695,801.8743000168657,250.94647479797976,0.0,0.0,533.3389666666665,0.0,0.0,6576.006855368569,0.0,533.3389666666666,0.0,0.0,6576.006855368569
2025-09-08,41,06:50,6:40-6:50,0.8442,799.1365000000001,318.81826666666666,808.7961478690521,306.96144545454547,0.0,0.0,480.31823333333307,0.0,0.0,6042.319929442643,0.0,480.3182333333334,0.0,0.0,6042.319929442643
2025-09-08,42,07:00,6:50-7:00,0.8334,791.2333333333332,381.9625,804.5774597688043,365.42310606060596,0.0,0.0,409.2708333333334,0.0,0.0,5587.574559072273,0.0,409.27083333333326,0.0,0.0,5587.574559072273
2025-09-08,43,07:10,7:00-7:10,0.8092,818.7199499999999,442.11676666666665,809.5515663800479,426.02394232323235,0.0,0.0,376.60318333333316,0.0,0.0,5169.126577590791,0.0,376.6031833333333,0.0,0.0,5169.126577590791
2025-09-08,44,07:20,7:10-7:20,0.7972,831.2196,506.73484999999994,815.879029009768,481.2403314646464,49.88718443633826,0.0,274.5975655636618,0.0,0.0,4864.018171408945,0.0,274.5975655636618,0.0,0.0,4864.018171408945
2025-09-08,45,07:30,7:20-7:30,0.7644,798.7216666666666,575.6875,791.4322958300562,535.3003598484848,221.6856450916432,0.0,1.3485215750233692,0.0,0.0,4862.519814103363,0.0,1.3485215750233692,0.0,0.0,4862.519814103363
2025-09-08,46,07:40,7:30-7:40,0.6899,765.2147666666666,638.2208833333333,741.6101572740924,597.7957254545454,211.3113448187595,84.31746148542616,0.0,0.0,0.0,4938.405529440247,84.31746148542618,0.0,0.0,0.0,4938.405529440247
2025-09-08,47,07:50,7:40-7:50,0.86,876.0065166666666,687.1792333333333,874.7373965310774,646.9845652525252,0.0,0.0,188.82728333333316,0.0,0.0,4728.5974368476545,0.0,188.8272833333333,0.0,0.0,4728.5974368476545
2025-09-08,48,08:00,7:50-8:00,1.1617,1067.1283333333333,728.31875,1111.263550939229,686.0821022727273,0.0,0.0,338.80958333333314,0.0,0.0,4352.142344255062,0.0,338.8095833333333,0.0,0.0,4352.142344255062
2025-09-08,49,08:10,8:00-8:10,1.1683,1114.6829666666665,776.1674166666667,1143.6315411807373,740.6912258585859,0.0,0.0,338.51554999999996,0.0,0.0,3976.0139553661734,0.0,338.51554999999985,0.0,0.0,3976.0139553661734
2025-09-08,50,08:20,8:10-8:20,1.0956,1088.9793666666665,832.6417333333334,1101.3909199907387,795.3283797474747,0.0,0.0,256.33763333333326,0.0,0.0,3691.194362773581,0.0,256.3376333333331,0.0,0.0,3691.194362773581
2025-09-08,51,08:30,8:20-8:30,1.0849,1080.105,892.96875,1089.7269885050414,849.3724810606059,0.0,0.0,187.1362500000001,0.0,0.0,3483.265196106914,0.0,187.13625000000002,0.0,0.0,3483.265196106914
2025-09-08,52,08:40,8:30-8:40,1.061,1106.3924,951.7949333333332,1082.8500148753444,916.5398076262625,0.0,0.0,154.59746666666666,0.0,0.0,3311.490233143951,0.0,154.59746666666672,0.0,0.0,3311.490233143951
2025-09-08,53,08:50,8:40-8:50,1.043,1125.9505833333333,1013.5647333333333,1080.29405132912,967.271823181818,0.0,0.0,112.38585000000008,0.0,0.0,3186.6170664772844,0.0,112.38585,0.0,0.0,3186.6170664772844
2025-09-08,54,09:00,8:50-9:00,1.036,1114.6216666666664,1051.00625,1084.1644695767563,991.8378787878788,0.0,0.0,63.61541666666672,0.0,0.0,3115.933270180988,0.0,63.61541666666653,0.0,0.0,3115.933270180988
2025-09-08,55,09:10,9:00-9:10,1.0147,1085.6038166666667,1033.5398,1087.6512944546382,1010.6057203535354,0.0,0.0,52.06401666666657,0.0,0.0,3058.084362773581,0.0,52.0640166666667,0.0,0.0,3058.084362773581
2025-09-08,56,09:20,9:10-9:20,0.9922,1071.18975,1049.2805666666666,1071.215779891289,1040.0780055050504,0.0,0.0,21.909183333333385,0.0,0.0,3033.7408257365437,0.0,21.90918333333343,0.0,0.0,3033.7408257365437
2025-09-08,57,09:30,9:20-9:30,0.97,1070.55,1105.1999999999998,1054.4227286885769,1082.910871212121,0.0,34.64999999999994,0.0,0.0,0.0,3064.9258257365436,34.649999999999864,0.0,0.0,0.0,3064.9258257365436
2025-09-08,58,09:40,9:30-9:40,0.9422,1057.693083333333,1118.7218666666665,1076.2505363136659,1131.3439783838382,0.0,61.028783333333394,0.0,0.0,0.0,3119.8517307365437,61.02878333333342,0.0,0.0,0.0,3119.8517307365437
2025-09-08,59,09:50,9:40-9:50,0.9569,1054.8150166666665,1094.94735,1087.0868729194608,1185.4596770707071,0.0,40.13233333333321,0.0,0.0,0.0,3155.9708307365436,40.13233333333346,0.0,0.0,0.0,3155.9708307365436
2025-09-08,60,10:00,9:50-10:00,0.9977,1066.23,1087.0437499999998,1075.3543426392866,1232.5866098484846,0.0,20.813749999999548,0.0,0.0,0.0,3174.703205736543,20.8137499999998,0.0,0.0,0.0,3174.703205736543
2025-09-08,61,10:10,10:00-10:10,0.9919,1071.0284666666666,1146.2357833333333,1077.7269054105525,1257.6660883333334,0.0,75.20731666666659,0.0,0.0,0.0,3242.389790736543,75.20731666666666,0.0,0.0,0.0,3242.389790736543
2025-09-08,62,10:20,10:10-10:20,0.9588,1068.9654666666665,1217.3518666666666,1082.0426525484495,1293.8094426767675,0.0,148.38639999999992,0.0,0.0,0.0,3375.937550736543,148.3864000000001,0.0,0.0,0.0,3375.937550736543
2025-09-08,63,10:30,10:20-10:30,0.9549,1069.7333333333331,1242.7624999999998,1080.220324914112,1347.8960037878787,0.0,173.02916666666684,0.0,0.0,0.0,3531.663800736543,173.0291666666667,0.0,0.0,0.0,3531.663800736543
2025-09-08,64,10:40,10:30-10:40,0.9839,1078.1286333333333,1222.4207666666666,1077.4924048925175,1393.8449083838384,0.0,144.29213333333337,0.0,0.0,0.0,3661.526720736543,144.29213333333337,0.0,0.0,0.0,3661.526720736543
2025-09-08,65,10:50,10:40-10:50,0.799,1064.0650333333333,1280.3826666666666,1065.5305107398347,1427.1936145454545,0.0,216.3176333333331,0.0,0.0,0.0,3856.212590736543,216.31763333333333,0.0,0.0,0.0,3856.212590736543
2025-09-08,66,11:00,10:50-11:00,0.5025,1044.4499999999998,1376.5625,1055.3692451417758,1442.6679545454547,0.0,332.11250000000035,0.0,0.0,0.0,4155.113840736543,332.1125000000002,0.0,0.0,0.0,4155.113840736543
2025-09-08,67,11:10,11:00-11:10,0.4662,1068.0034666666666,1355.88755,1064.334989764876,1433.4918074747475,0.0,287.8840833333339,0.0,0.0,0.0,4414.209515736544,287.88408333333336,0.0,0.0,0.0,4414.209515736544
2025-09-08,68,11:20,11:10-11:20,0.5007,1089.7113833333333,1374.1879833333332,1046.876751041191,1413.8528825757573,0.0,284.47660000000013,0.0,0.0,0.0,4670.238455736544,284.47659999999996,0.0,0.0,0.0,4670.238455736544
2025-09-08,69,11:30,11:20-11:30,0.4827,1087.5949999999998,1468.1875,1025.9661740862305,1412.7541856060604,0.0,380.5925000000004,0.0,0.0,0.0,5012.771705736544,380.5925000000002,0.0,0.0,0.0,5012.771705736544
2025-09-08,70,11:40,11:30-11:40,0.4785,1076.3552833333333,1499.2726166666666,1064.0335908243003,1451.9345532323232,0.0,422.91733333333366,0.0,0.0,0.0,5393.397305736545,422.9173333333333,0.0,0.0,0.0,5393.397305736545
2025-09-08,71,11:50,11:40-11:50,0.4662,1031.8931666666667,1428.0336499999999,1050.1883740296894,1487.5575835353534,0.0,396.14048333333307,0.0,0.0,0.0,5749.9237407365445,396.1404833333331,0.0,0.0,0.0,5749.9237407365445
2025-09-08,72,12:00,11:50-12:00,0.4432,983.7616666666665,1347.9937499999999,984.4391572125913,1493.1128409090907,0.0,364.23208333333304,0.0,0.0,0.0,6077.732615736544,364.2320833333333,0.0,0.0,0.0,6077.732615736544
2025-09-08,73,12:10,12:00-12:10,0.4411,996.2929333333333,1390.6236833333332,982.0422015485577,1477.2898766161616,0.0,394.3307500000002,0.0,0.0,0.0,6432.630290736544,394.33074999999997,0.0,0.0,0.0,6432.630290736544
2025-09-08,74,12:20,12:10-12:20,0.4551,1019.2724833333333,1422.5206666666666,1000.6367089747312,1453.6983585353537,0.0,403.2481833333329,0.0,0.0,0.0,6795.553655736544,403.24818333333326,0.0,0.0,0.0,6795.553655736544
2025-09-08,75,12:30,12:20-12:30,0.4463,1014.4316666666666,1404.8125,1002.8107089110018,1423.5402272727274,0.0,390.3808333333331,0.0,0.0,0.0,7146.896405736544,390.3808333333334,0.0,0.0,0.0,7146.896405736544
2025-09-08,76,12:40,12:30-12:40,0.4113,993.3084333333333,1420.2019666666665,998.0292086394438,1383.77692510101,251.17004838024593,678.0635817135792,0.0,0.0,0.0,7757.153629278765,678.0635817135792,0.0,0.0,0.0,7757.153629278765
2025-09-08,77,12:50,12:40-12:50,0.5682,999.3322666666666,1394.96955,998.767576665892,1365.63689969697,0.0,395.63728333333324,0.0,0.0,0.0,8113.227184278765,395.63728333333347,0.0,0.0,0.0,8113.227184278765
2025-09-08,78,13:00,12:50-13:00,0.8279,1033.4633333333331,1326.6812499999999,1011.7105658592722,1367.308446969697,0.0,293.2179166666659,0.0,0.0,0.0,8377.123309278764,293.2179166666667,0.0,0.0,0.0,8377.123309278764
2025-09-08,79,13:10,13:00-13:10,0.8636,1055.2064999999998,1295.48805,1032.4361851195506,1355.8294048989897,0.0,240.2815499999997,0.0,0.0,0.0,8593.376704278764,240.28155000000015,0.0,0.0,0.0,8593.376704278764
2025-09-08,80,13:20,13:10-13:20,0.8416,1058.2271333333333,1265.2335666666665,1037.7423605080842,1340.3202024747475,0.0,207.00643333333372,0.0,0.0,0.0,8779.682494278764,207.00643333333323,0.0,0.0,0.0,8779.682494278764
2025-09-08,81,13:30,13:20-13:30,0.8618,1045.915,1215.725,1033.8901451201632,1333.4516666666666,0.0,169.8099999999997,0.0,0.0,0.0,8932.511494278764,169.80999999999995,0.0,0.0,0.0,8932.511494278764
2025-09-08,82,13:40,13:30-13:40,0.8623,1027.8930833333334,1169.3446333333331,1045.9829722945608,1335.5187980303028,0.0,141.45154999999957,0.0,0.0,0.0,9059.817889278764,141.45154999999977,0.0,0.0,0.0,9059.817889278764
2025-09-08,83,13:50,13:40-13:50,0.9026,1034.04185,1133.2167,1040.3184422732809,1327.4479917676767,0.0,99.17484999999942,0.0,0.0,0.0,9149.075254278763,99.17484999999988,0.0,0.0,0.0,9149.075254278763
2025-09-08,84,14:00,13:50-14:00,0.9754,1050.7033333333334,1099.53125,1017.9844864320329,1294.923465909091,0.0,48.82791666666687,0.0,0.0,0.0,9193.020379278763,48.827916666666624,0.0,0.0,0.0,9193.020379278763
2025-09-08,85,14:10,14:00-14:10,1.0002,1035.5694666666666,1055.79925,1015.750330986162,1244.842405050505,0.0,20.229783333333113,0.0,0.0,0.0,9211.227184278763,20.229783333333444,0.0,0.0,0.0,9211.227184278763
2025-09-08,86,14:20,14:10-14:20,0.9978,1024.40735,1012.4482666666665,1014.9351144962093,1227.1021694949493,0.0,0.0,11.959083333333002,0.0,0.0,9197.939313908393,0.0,11.95908333333341,0.0,0.0,9197.939313908393
2025-09-08,87,14:30,14:20-14:30,1.0271,1034.1999999999998,967.2875,1011.7982640665566,1216.2908712121214,0.0,0.0,66.91250000000036,0.0,0.0,9123.59209168617,0.0,66.9124999999998,0.0,0.0,9123.59209168617
2025-09-08,88,14:40,14:30-14:40,1.0906,1047.1970833333332,907.6690333333332,1024.0209008706397,1142.9182628282829,0.0,0.0,48.232882517553485,91.29516748244652,0.0,9070.0,0.0,139.52805,0.0,0.0,8968.560925019503
2025-09-08,89,14:50,14:40-14:50,0.9376,1061.4720666666667,852.0203666666666,1037.9145439105648,1099.5161973737374,0.0,0.0,0.0,209.45170000000007,0.0,9070.0,0.0,209.45170000000007,0.0,0.0,8735.836813908392
2025-09-08,90,15:00,14:50-15:00,0.6694,1066.045,805.0749999999999,1039.5199701153579,1095.3285606060606,0.0,0.0,0.0,260.97000000000014,0.0,9070.0,0.0,260.97000000000014,0.0,0.0,8445.870147241725
2025-09-08,91,15:10,15:00-15:10,0.66,1049.0444166666666,758.1962333333332,1025.5666665298272,1044.007370151515,31.353981684179985,0.0,0.0,259.4942016491534,0.0,9070.0,0.0,259.4942016491534,0.0,0.0,8157.543256520444
2025-09-08,92,15:20,15:10-15:20,0.7217,1046.45085,734.0647666666666,1004.1147977564718,974.4206468686868,116.58315694067835,0.0,0.0,195.80292639265497,0.0,9070.0,0.0,195.80292639265497,0.0,0.0,7939.984449417494
2025-09-08,93,15:30,15:20-15:30,0.7308,1053.4333333333334,721.01875,989.4395917339107,914.4739393939394,159.7753475975413,0.0,0.0,172.63923573579214,0.0,9070.0,0.0,172.63923573579214,0.0,0.0,7748.163076377725
2025-09-08,94,15:40,15:30-15:40,0.7534,1034.0780666666665,682.0608,997.122032157274,858.9424332323232,170.39094302804028,0.0,0.0,181.62632363862622,0.0,9070.0,0.0,181.62632363862622,0.0,0.0,7546.356050112585
2025-09-08,95,15:50,15:40-15:50,0.7823,1036.5272,646.58705,1032.6409268415493,795.3566836363636,207.39131351029562,0.0,0.0,182.5488364897044,0.0,9070.0,0.0,182.5488364897044,0.0,0.0,7343.5240095684685
2025-09-08,96,16:00,15:50-16:00,0.8055,1055.4299999999998,617.7312499999999,1065.9481535043794,726.3356818181818,421.7973171031239,0.0,0.0,15.901432896876031,0.0,9070.0,0.0,15.901432896876031,0.0,0.0,7325.855750794161
2025-09-08,97,16:10,16:00-16:10,0.8271,1037.8847666666666,567.14725,1054.945713163257,666.8316106565657,470.7643732874453,0.026856620778643345,0.0,0.0,0.0,9070.0241709587,0.0268566207787444,0.0,0.0,0.0,7325.879921752862
2025-09-08,98,16:20,16:10-16:20,0.8519,1038.3751166666666,513.1742833333333,1039.4681325048562,614.7363092929293,454.68107703308226,0.0,0.0,70.51975630025106,0.0,9070.0241709587,0.0,70.51975630025106,0.0,0.0,7247.524636974806
2025-09-08,99,16:30,16:20-16:30,0.8791,1076.1516666666666,470.31874999999997,1041.0362262040871,559.7766098484849,528.2852404619111,0.0,0.0,77.54767620475559,0.0,9070.0241709587,0.0,77.54767620475559,0.0,0.0,7161.360552302855
2025-09-08,100,16:40,16:30-16:40,0.9024,1111.0537666666667,433.20805,1043.3333428515089,493.3363895454545,597.7328798517856,0.0,0.0,80.11283681488112,0.0,9070.0241709587,0.0,80.11283681488112,0.0,0.0,7072.346289175209
2025-09-08,101,16:50,16:40-16:50,0.9163,1118.0133999999998,382.24091666666664,1036.1609612318239,427.71412767676765,636.1872525814642,0.0,0.0,99.58523075186895,0.0,9070.0241709587,0.0,99.58523075186895,0.0,0.0,6961.6960327842435
2025-09-08,102,17:00,16:50-17:00,0.9264,1101.9033333333332,325.50624999999997,1030.1973277022462,367.1499621212121,704.5922767657576,0.0,0.0,71.80480656757572,0.0,9070.0241709587,0.0,71.80480656757572,0.0,0.0,6881.912914375826
2025-09-08,103,17:10,17:00-17:10,0.9462,1085.29385,289.0738833333333,1041.6047575350856,305.42531893939395,772.8567024181698,0.0,0.0,23.36326424849699,0.0,9070.0241709587,0.0,23.36326424849699,0.0,0.0,6855.9537318774965
2025-09-08,104,17:20,17:10-17:20,0.9742,1062.0456166666665,247.8927,1036.2895371946156,247.46071732323233,806.3552354026014,0.0,0.0,7.797681264065204,0.0,9070.0241709587,0.0,7.797681264065204,0.0,0.0,6847.2896415840905
2025-09-08,105,17:30,17:20-17:30,0.9862,1073.3049999999998,192.0625,1046.4412940002642,193.43691287878787,852.5425302406084,0.0,0.0,28.69996975939148,0.0,9070.0241709587,0.0,28.69996975939148,0.0,0.0,6815.400786295878
2025-09-08,106,17:40,17:30-17:40,0.976,1143.71945,137.09363333333332,1109.697023579371,138.3208063131313,999.7460402373532,0.0,0.0,6.8797764293135515,0.0,9070.0241709587,0.0,6.8797764293135515,0.0,0.0,6807.756590263307
2025-09-08,107,17:50,17:40-17:50,1.0742,1029.4477333333332,87.0664,986.4988703722747,86.72590262626261,909.7383305993852,0.0,0.0,32.643002733947924,0.0,9070.0241709587,0.0,32.643002733947924,0.0,0.0,6771.486587225587
2025-09-08,108,18:00,17:50-18:00,1.2313,793.8199999999999,43.3,759.2474005625792,41.62244318181817,699.486834687912,0.0,0.0,51.03316531208793,0.0,9070.0241709587,0.0,51.03316531208793,0.0,0.0,6714.7830702121555
2025-09-08,109,18:10,18:00-18:10,1.2561,761.1530833333333,9.545666666666666,760.4046294809052,5.253122424242419,716.9980289667807,0.0,0.0,34.60938769988593,0.0,9070.0241709587,0.0,34.60938769988593,0.0,0.0,6676.32819499006
2025-09-08,110,18:20,18:10-18:20,1.2447,805.75195,0.0,767.5615621432117,0.0,733.7133839335793,0.0,0.0,72.03856606642069,0.0,9070.0241709587,0.0,72.03856606642069,0.0,0.0,6596.285343805148
2025-09-08,111,18:30,18:20-18:30,1.2545,813.2083333333333,0.0,719.8346139460998,0.0,688.3400416329094,0.0,0.0,124.86829170042381,0.0,9070.0241709587,0.0,124.86829170042381,0.0,0.0,6457.542797471344
2025-09-08,112,18:40,18:30-18:40,1.2522,799.3209833333333,0.5701999999999999,784.7267723214975,0.32783479797979787,743.2398032753092,0.0,0.0,55.510980058024074,0.0,9070.0241709587,0.0,55.510980058024074,0.0,0.0,6395.863930740206
2025-09-08,113,18:50,18:40-18:50,1.2881,788.509,0.0,831.8752194081006,0.0,797.3740838694652,8.865083869465403,0.0,0.0,0.0,9078.00274644122,8.865083869465138,0.0,0.0,0.0,6403.842506222725
2025-09-08,114,19:00,18:50-19:00,1.3466,792.98,0.0,807.7274218541716,0.0,28.67628935026653,0.0,764.3037106497341,0.0,0.0,8228.776401274848,0.0,764.3037106497335,0.0,0.0,5554.616161056355
2025-09-08,115,19:10,19:00-19:10,1.3523,806.1489499999999,0.040933333333333335,792.7322643897559,0.028125252525252515,29.415461287560106,0.0,776.6925553791067,0.0,0.0,7365.784673075841,0.0,776.6925553791065,0.0,0.0,4691.6244328573475
2025-09-08,116,19:20,19:10-19:20,1.3445,799.7271833333332,0.0,785.755600830843,0.0,0.0,0.0,799.7271833333333,0.0,0.0,6477.198913816582,0.0,799.7271833333332,0.0,0.0,3803.0386735980883
2025-09-08,117,19:30,19:20-19:30,1.3483,777.0666666666666,0.0,784.1541039934335,0.0,37.92834536611724,0.0,739.1383213005496,0.0,0.0,5655.934112371527,0.0,739.1383213005494,0.0,0.0,2981.7738721530336
2025-09-08,118,19:40,19:30-19:40,1.349,769.0378166666666,0.0029333333333333334,797.5309386690022,0.002013888888888889,65.02886932670754,0.0,704.006014006626,0.0,0.0,4873.70520791972,0.0,704.0060140066257,0.0,0.0,2199.5449677012275
2025-09-08,119,19:50,19:40-19:50,1.3473,769.3096833333334,0.0,803.3689768120429,0.0,57.88197182439012,0.0,543.3346871277481,168.09302438119516,0.0,4270.0,0.0,711.4277115089433,0.0,0.0,1409.0697326912905
2025-09-08,120,20:00,19:50-20:00,1.3482,771.435,0.0,799.0405590690501,0.0,45.48578467224729,0.0,684.0,41.949215327752654,0.0,3510.0,0.0,188.16275942216143,537.7864559055912,0.0,1200.0
2025-09-08,121,20:10,20:00-20:10,1.3513,779.31655,0.00021666666666666666,800.7534585261508,0.0001443939393939394,43.656959050196406,0.0,735.659374283137,0.0,0.0,2692.600695240959,0.0,0.0,735.6593742831369,0.0,1200.0
2025-09-08,122,20:20,20:10-20:20,1.34,798.6323166666666,0.0,789.1490479316271,0.0,333.94187338148896,0.0,83.340625716863,381.3498175683146,0.0,2600.0,0.0,0.0,464.69044328517765,0.0,1200.0
2025-09-08,123,20:30,20:20-20:30,1.3489,806.5949999999999,0.0,773.7730708087191,0.0,4.4884880312750965,0.0,612.0,190.10651196872482,0.0,1920.0,0.0,0.0,802.1065119687248,0.0,1200.0
2025-09-08,124,20:40,20:30-20:40,1.3952,777.4095833333333,0.0,785.4527793158194,0.0,23.20420733590231,0.0,648.0,106.20537599743102,0.0,1200.0,0.0,0.0,754.205375997431,0.0,1200.0
2025-09-08,125,20:50,20:40-20:50,1.2226,784.2024666666666,0.0,789.9990872348549,0.0,773.4313089056084,0.0,0.0,10.771157761058248,0.0,1200.0,0.0,0.0,10.771157761058248,0.0,1200.0
2025-09-08,126,21:00,20:50-21:00,0.9332,828.175,0.0,788.3942314629761,0.0,813.425009282641,0.0,0.0,14.749990717358969,0.0,1200.0,0.0,0.0,14.749990717358969,0.0,1200.0
2025-09-08,127,21:10,21:00-21:10,0.9068,834.2086999999999,0.0,810.6095156490692,0.0,823.067619699048,0.0,0.0,11.141080300951899,0.0,1200.0,0.0,0.0,11.141080300951899,0.0,1200.0
2025-09-08,128,21:20,21:10-21:20,0.9371,810.5771333333333,0.0,799.5111182305541,0.0,793.2054409629238,0.0,0.0,17.371692370409505,0.0,1200.0,0.0,0.0,17.371692370409505,0.0,1200.0
2025-09-08,129,21:30,21:20-21:30,0.9371,805.3,0.0,773.787962151629,0.0,763.5118276266594,0.0,0.0,41.78817237334056,0.0,1200.0,0.0,0.0,41.78817237334056,0.0,1200.0
2025-09-08,130,21:40,21:30-21:40,0.9871,838.43455,0.0,793.9081848692883,0.0,774.5695419465493,0.0,0.0,63.86500805345065,0.0,1200.0,0.0,0.0,63.86500805345065,0.0,1200.0
2025-09-08,131,21:50,21:40-21:50,0.7764,757.9196166666667,0.0,706.3558447863702,0.0,720.6659686673833,0.0,0.0,37.25364799928343,0.0,1200.0,0.0,0.0,37.25364799928343,0.0,1200.0
2025-09-08,132,22:00,21:50-22:00,0.4209,620.1033333333332,0.0,566.355283364968,0.0,1291.9264960907929,671.8231627574596,0.0,0.0,0.0,1804.6408464817137,671.8231627574596,0.0,0.0,0.0,1804.6408464817137
2025-09-08,133,22:10,22:00-22:10,0.3859,636.7767333333334,0.0,591.3495013493069,0.0,1357.1393149621208,720.3625816287871,0.0,0.0,0.0,2452.967169947622,720.3625816287874,0.0,0.0,0.0,2452.967169947622
2025-09-08,134,22:20,22:10-22:20,0.4368,643.91005,0.0,604.3686672572205,0.0,640.3563907154687,0.0,3.553659284531386,0.0,0.0,2449.018659631476,0.0,3.55365928453125,0.0,0.0,2449.018659631476
2025-09-08,135,22:30,22:20-22:30,0.4198,584.2966666666666,0.0,553.8273304156627,0.0,1292.7826602697078,708.4859936030413,0.0,0.0,0.0,3086.6560538742133,708.4859936030412,0.0,0.0,0.0,3086.6560538742133
2025-09-08,136,22:40,22:30-22:40,0.4186,573.8967166666666,0.0,568.0791815999826,0.0,1257.7003145290448,683.8035978623783,0.0,0.0,0.0,3702.0792919503538,683.8035978623782,0.0,0.0,0.0,3702.0792919503538
2025-09-08,137,22:50,22:40-22:50,0.4241,606.8649,0.0,590.7797000615938,0.0,647.1012467642005,40.236346764200384,0.0,0.0,0.0,3738.292004038134,40.23634676420045,0.0,0.0,0.0,3738.292004038134
2025-09-08,138,23:00,22:50-23:00,0.4237,637.8833333333333,0.0,586.7675621546365,0.0,1218.1668350435084,580.2835017101754,0.0,0.0,0.0,4260.547155577292,580.2835017101751,0.0,0.0,0.0,4260.547155577292
2025-09-08,139,23:10,23:00-23:10,0.4248,629.7638,0.0,586.1004375174384,0.0,639.1854700049784,9.421670004978498,0.0,0.0,0.0,4269.026658581773,9.42167000497841,0.0,0.0,0.0,4269.026658581773
2025-09-08,140,23:20,23:10-23:20,0.424,604.30295,0.0,599.50550302722,0.0,1183.962454475764,579.6595044757638,0.0,0.0,0.0,4790.72021260996,579.6595044757639,0.0,0.0,0.0,4790.72021260996
2025-09-08,141,23:30,23:20-23:30,0.422,582.8516666666667,0.0,613.8496688868614,0.0,1277.9501944474014,695.0985277807346,0.0,0.0,0.0,5416.308887612621,695.0985277807347,0.0,0.0,0.0,5416.308887612621
2025-09-08,142,23:40,23:30-23:40,0.424,577.9866499999999,0.0,607.2963339939533,0.0,1307.0004424445806,729.0137924445803,0.0,0.0,0.0,6072.4213008127435,729.0137924445806,0.0,0.0,0.0,6072.4213008127435
2025-09-08,143,23:50,23:40-23:50,0.4271,624.1839666666666,0.0,595.3432255444224,0.0,677.1941476123611,53.01018094569473,0.0,0.0,0.0,6120.130463663869,53.010180945694515,0.0,0.0,0.0,6120.130463663869
2025-09-08,144,0:00+1,23:50-00:00+1,0.4276,668.9733333333334,0.0,582.7258769335916,0.0,761.3325200749389,92.3591867416053,0.0,0.0,0.0,6203.253731731314,92.35918674160553,0.0,0.0,0.0,6203.253731731314
2025-09-09,1,00:10,0:00-0:10,0.4248,619.1488166666666,0.0,583.7467490094812,0.0,1363.8492382061672,744.7004215395009,0.0,0.0,0.0,6873.484111116864,744.7004215395007,0.0,0.0,0.0,6873.484111116864
2025-09-09,2,00:20,0:10-0:20,0.4245,583.3244166666666,0.0,570.5175728677142,0.0,1341.7957498383767,758.4713331717103,0.0,0.0,0.0,7556.108310971404,758.4713331717101,0.0,0.0,0.0,7556.108310971404
2025-09-09,3,00:30,0:20-0:30,0.4269,594.3416666666667,0.0,562.8359300721016,0.0,1343.0404207839958,748.6987541173281,0.0,0.0,0.0,8229.937189676999,748.6987541173291,0.0,0.0,0.0,8229.937189676999
2025-09-09,4,00:40,0:30-0:40,0.4272,583.4334666666666,0.0,542.280026149542,0.0,741.940424325747,158.5069576590811,0.0,0.0,0.0,8372.593451570172,158.5069576590804,0.0,0.0,0.0,8372.593451570172
2025-09-09,5,00:50,0:40-0:50,0.4271,581.84615,0.0,555.8525416564283,0.0,1335.8807862647338,754.0346362647344,0.0,0.0,0.0,9051.224624208433,754.0346362647339,0.0,0.0,0.0,9051.224624208433
2025-09-09,6,01:00,0:50-1:00,0.4285,589.6283333333333,0.0,599.9046165215525,0.0,662.2555362097227,72.62720287638835,0.0,0.0,0.0,9116.589106797182,72.62720287638933,0.0,0.0,0.0,9116.589106797182
2025-09-09,7,01:10,1:00-1:10,0.4311,570.3706833333333,0.0,615.0547032971743,0.0,653.0501309896521,82.6794476563191,0.0,0.0,0.0,9191.00060968787,82.67944765631876,0.0,0.0,0.0,9191.00060968787
2025-09-09,8,01:20,1:10-1:20,0.4302,569.3903166666666,0.0,590.2853411280615,0.0,616.0596691273823,46.66935246071565,0.0,0.0,0.0,9233.003026902514,46.669352460715686,0.0,0.0,0.0,9233.003026902514
2025-09-09,9,01:30,1:20-1:30,0.4279,588.4666666666667,0.0,556.3847033476463,0.0,587.9176773565614,0.0,0.5489893101059352,0.0,0.0,9232.393038780174,0.0,0.5489893101052985,0.0,0.0,9232.393038780174
