date,shared_plan_energy_kwh,shared_plan_cost_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_saving_yuan,dp_saving_rate_percent
2025-04-01,61531.009877728866,37148.35133719441,2062.175734087541,14029.81953756059,51178.170874755,2060.2955536262834,13080.384565771274,50228.73590296568,949.4349717893201,1.855156125280074
2025-04-02,64381.32221701342,38532.11227392956,1579.807997955896,7874.530570664998,46406.64284459456,1579.807997955896,7875.160570664998,46407.27284459456,-0.6300000000046566,-0.0013575642653453415
2025-04-03,65475.16272902287,39356.5032912245,0.0,0.0,39356.5032912245,0.0,0.0,39356.5032912245,0.0,0.0
2025-04-04,29190.531885504945,14605.58838617918,0.0,0.0,14605.58838617918,0.0,0.0,14605.58838617918,0.0,0.0
2025-04-05,28440.26928215691,14156.551235905943,64.53135265986711,275.6896437273725,14432.240879633315,698.0093306598696,3575.105467141728,17731.656703047673,-3299.415823414358,-22.861424299468784
2025-04-06,62187.9719160674,37623.73452337949,0.0,0.0,37623.73452337949,0.0,0.0,37623.73452337949,0.0,0.0
2025-04-07,60397.53776129663,36588.755013536254,0.0,0.0,36588.755013536254,0.0,0.0,36588.755013536254,0.0,0.0
2025-04-08,59961.710997789036,36024.93602031028,353.39158310265805,2337.1771890333403,38362.11320934362,353.3915831026581,2283.6076762039074,38308.543696514185,53.569512829431915,0.1396417150877505
2025-04-09,60304.012444512075,36686.20553331621,2224.813015185364,15122.180699340148,51808.38623265636,2224.8130151853647,13824.016878808987,50510.2224121252,1298.163820531161,2.505702097535881
2025-04-10,62973.23387000613,38086.425558184346,0.0,0.0,38086.425558184346,0.0,0.0,38086.425558184346,0.0,0.0
2025-04-11,28759.103508355045,14442.534983813903,0.0,0.0,14442.534983813903,0.0,0.0,14442.534983813903,0.0,0.0
2025-04-12,28351.017401188845,14099.90004346884,0.0,0.0,14099.90004346884,0.0,0.0,14099.90004346884,0.0,0.0
2025-04-13,59204.78964960345,35802.25319095436,0.0,0.0,35802.25319095436,0.0,0.0,35802.25319095436,0.0,0.0
2025-04-14,59135.43821375376,35692.81964039782,0.0,0.0,35692.81964039782,0.0,0.0,35692.81964039782,0.0,0.0
2025-04-15,58709.32361988297,35240.901537027734,0.0,0.0,35240.901537027734,0.0,0.0,35240.901537027734,0.0,0.0
2025-04-16,56970.133357209794,34473.14432501831,1745.2410724798995,11895.838634194806,46368.982959213114,1745.241072479899,11032.775357291917,45505.919682310225,863.0632769028889,1.8612943865127536
2025-04-17,60060.98603765902,35971.384876434844,0.0,0.0,35971.384876434844,0.0,0.0,35971.384876434844,0.0,0.0
2025-04-18,27724.188267215883,13732.686860439064,0.0,0.0,13732.686860439064,0.0,0.0,13732.686860439064,0.0,0.0
2025-04-19,26783.612459862998,13135.710665752784,0.0,0.0,13135.710665752784,0.0,0.0,13135.710665752784,0.0,0.0
2025-04-20,58081.62795535343,34839.41815431701,0.0,0.0,34839.41815431701,0.0,0.0,34839.41815431701,0.0,0.0
